"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","Dedicated","Methods","Common","Reference","JS","Enabled","FlushEarly","TestKIR","JVM","CILabel","InstrumentPropertyAccessors","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"124076.33333333333","133210","11005.151172670612","111858","133210","96754.87726767354","151397.7893989931","commonmain-plain-jar","1844.1051","3","False","20","True","False","System.String[]","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","ci-linux-small","System.Boolean[]","2026-07-09 01:51:10","ca026b0b3724bda39da9c8a93da3b074cc229bda","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.87","145","85","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6137.5546","3","False","20","True","False","System.String[]","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","ci-linux-small","System.Boolean[]","2026-07-09 01:51:10","ca026b0b3724bda39da9c8a93da3b074cc229bda","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.87","145","85","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11901.333333333334","11996","93.52183345793287","11809","11996","11669.155453728541","12133.511212938127","commonmain-plain-linux-exe","17244.0938","3","False","20","True","False","System.String[]","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","ci-linux-small","System.Boolean[]","2026-07-09 01:51:10","ca026b0b3724bda39da9c8a93da3b074cc229bda","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.87","145","85","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"148786.66666666666","217384","60547.82249869382","102790","217384","-1529.7302927395504","299103.06362607284","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2298.681","3","False","20","True","False","System.String[]","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","ci-linux-small","System.Boolean[]","2026-07-09 01:51:10","ca026b0b3724bda39da9c8a93da3b074cc229bda","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.87","145","85","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4260.6106","3","False","20","True","False","System.String[]","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","ci-linux-small","System.Boolean[]","2026-07-09 01:51:10","ca026b0b3724bda39da9c8a93da3b074cc229bda","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.87","145","85","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"49635.666666666664","51367","1754.439321644762","47859","51367","45280.08480376425","53991.24852956908","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20855.0368","3","False","20","True","False","System.String[]","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","ci-linux-small","System.Boolean[]","2026-07-09 01:51:10","ca026b0b3724bda39da9c8a93da3b074cc229bda","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.87","145","85","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
