"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JVM","Native","FlushEarly","Dedicated","Common","CILabel","Methods","Enabled","Reference","JS","InstrumentPropertyAccessors","TestKIR","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"148992.66666666666","156794","8180.792769245126","140479","156794","128682.98016438133","169302.353168952","commonmain-plain-jar","2686.4635","3","False","20","True","True","System.Boolean[]","False","True","ci-windows-small","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-07-03 02:49:06","569afa9a6be9ffd1c096def8d94389838f52bb39","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.7","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.74","High performance","0.09","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7463.4857","3","False","20","True","True","System.Boolean[]","False","True","ci-windows-small","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-07-03 02:49:06","569afa9a6be9ffd1c096def8d94389838f52bb39","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.7","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.74","High performance","0.09","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"14138","15335","1075.49476986176","13253","15335","11467.970061965596","16808.029938034404","commonmain-plain-win-exe","97582.7222","3","False","20","True","True","System.Boolean[]","False","True","ci-windows-small","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-07-03 02:49:06","569afa9a6be9ffd1c096def8d94389838f52bb39","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.7","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.74","High performance","0.09","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"122762.66666666667","130536","7604.066631305471","115340","130536","103884.7640256304","141640.56930770294","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3304.8831","3","False","20","True","True","System.Boolean[]","False","True","ci-windows-small","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-07-03 02:49:06","569afa9a6be9ffd1c096def8d94389838f52bb39","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.7","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.74","High performance","0.09","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4802.0104","3","False","20","True","True","System.Boolean[]","False","True","ci-windows-small","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-07-03 02:49:06","569afa9a6be9ffd1c096def8d94389838f52bb39","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.7","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.74","High performance","0.09","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"87288.33333333333","87908","878.4704510302741","86283","87908","85107.43718241024","89469.22948425642","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","42731.1255","3","False","20","True","True","System.Boolean[]","False","True","ci-windows-small","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-07-03 02:49:06","569afa9a6be9ffd1c096def8d94389838f52bb39","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.7","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.74","High performance","0.09","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
