"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Enabled","InstrumentPropertyAccessors","Common","TestKIR","Dedicated","CILabel","Methods","FlushEarly","Reference","JS","JVM","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"80874.33333333333","103303","19424.68564310201","69474","103303","32650.48914796747","129098.17751869919","commonmain-plain-jar","1903.9076","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","False","ci-linux-small","System.String[]","System.Boolean[]","True","True","True","True","2026-08-10 00:53:19","b753ab49a8b16555dfd980e208a31759fc969771","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.9","145","83","0.09","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6382.8594","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","False","ci-linux-small","System.String[]","System.Boolean[]","True","True","True","True","2026-08-10 00:53:19","b753ab49a8b16555dfd980e208a31759fc969771","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.9","145","83","0.09","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11882.666666666666","12176","285.82220580866937","11605","12176","11173.082698571432","12592.2506347619","commonmain-plain-linux-exe","16167.9837","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","False","ci-linux-small","System.String[]","System.Boolean[]","True","True","True","True","2026-08-10 00:53:19","b753ab49a8b16555dfd980e208a31759fc969771","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.9","145","83","0.09","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"151845.66666666666","204670","49391.60520101906","106813","204670","29225.763465047523","274465.5698682858","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2430.0182","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","False","ci-linux-small","System.String[]","System.Boolean[]","True","True","True","True","2026-08-10 00:53:19","b753ab49a8b16555dfd980e208a31759fc969771","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.9","145","83","0.09","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3971.475","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","False","ci-linux-small","System.String[]","System.Boolean[]","True","True","True","True","2026-08-10 00:53:19","b753ab49a8b16555dfd980e208a31759fc969771","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.9","145","83","0.09","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"47540.333333333336","52106","3998.8736330788615","44660","52106","37612.70502872581","57467.96163794086","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20476.7963","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","False","ci-linux-small","System.String[]","System.Boolean[]","True","True","True","True","2026-08-10 00:53:19","b753ab49a8b16555dfd980e208a31759fc969771","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.9","145","83","0.09","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
