"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","JVM","FlushEarly","Native","Methods","JS","Dedicated","CILabel","Enabled","Reference","TestKIR","Common","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"79509.66666666667","89023","8792.185924634063","71683","89023","57682.131752149995","101337.20158118336","commonmain-plain-jar","1899.8356","3","False","20","System.Boolean[]","True","System.Boolean[]","True","System.String[]","True","False","ci-linux-small","System.Boolean[]","True","System.Boolean[]","True","2026-06-21 02:37:19","5f6e40de379aeff636a9ba209336327cfd98692f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.71","145","85","0.03","161","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6118.9993","3","False","20","System.Boolean[]","True","System.Boolean[]","True","System.String[]","True","False","ci-linux-small","System.Boolean[]","True","System.Boolean[]","True","2026-06-21 02:37:19","5f6e40de379aeff636a9ba209336327cfd98692f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.71","145","85","0.03","161","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"12227.666666666666","12283","73.7043644117045","12144","12283","12044.68775774241","12410.645575590923","commonmain-plain-linux-exe","15620.7155","3","False","20","System.Boolean[]","True","System.Boolean[]","True","System.String[]","True","False","ci-linux-small","System.Boolean[]","True","System.Boolean[]","True","2026-06-21 02:37:19","5f6e40de379aeff636a9ba209336327cfd98692f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.71","145","85","0.03","161","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"126466.66666666667","152851","28329.817160252434","96527","152851","56134.88814333879","196798.44518999456","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2138.0443","3","False","20","System.Boolean[]","True","System.Boolean[]","True","System.String[]","True","False","ci-linux-small","System.Boolean[]","True","System.Boolean[]","True","2026-06-21 02:37:19","5f6e40de379aeff636a9ba209336327cfd98692f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.71","145","85","0.03","161","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4148.5087","3","False","20","System.Boolean[]","True","System.Boolean[]","True","System.String[]","True","False","ci-linux-small","System.Boolean[]","True","System.Boolean[]","True","2026-06-21 02:37:19","5f6e40de379aeff636a9ba209336327cfd98692f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.71","145","85","0.03","161","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"44822","45735","799.2177425457971","44249","45735","42837.85711116025","46806.14288883975","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","18631.836","3","False","20","System.Boolean[]","True","System.Boolean[]","True","System.String[]","True","False","ci-linux-small","System.Boolean[]","True","System.Boolean[]","True","2026-06-21 02:37:19","5f6e40de379aeff636a9ba209336327cfd98692f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.71","145","85","0.03","161","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
