"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","Dedicated","InstrumentPropertyAccessors","CILabel","Native","Enabled","JVM","FlushEarly","JS","Methods","Common","TestKIR","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"82179.66666666667","119030","32497.386392344437","57621","119030","1501.4551058755023","162857.87822745784","commonmain-plain-jar","2750.5465","3","False","20","True","False","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","True","System.Boolean[]","2026-05-18 03:33:39","370bb22fd1e5d331602a33a95d279246645d57ef","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.28","High performance","0.42","132","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7948.7363","3","False","20","True","False","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","True","System.Boolean[]","2026-05-18 03:33:39","370bb22fd1e5d331602a33a95d279246645d57ef","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.28","High performance","0.42","132","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12260.666666666666","13008","647.2475054670612","11880","13008","10653.806024157664","13867.527309175668","commonmain-plain-win-exe","91327.535","3","False","20","True","False","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","True","System.Boolean[]","2026-05-18 03:33:39","370bb22fd1e5d331602a33a95d279246645d57ef","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.28","High performance","0.42","132","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"121549.66666666667","138018","15815.02109809953","106481","138018","82287.19790728897","160812.13542604438","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3318.6682","3","False","20","True","False","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","True","System.Boolean[]","2026-05-18 03:33:39","370bb22fd1e5d331602a33a95d279246645d57ef","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.28","High performance","0.42","132","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5218.9181","3","False","20","True","False","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","True","System.Boolean[]","2026-05-18 03:33:39","370bb22fd1e5d331602a33a95d279246645d57ef","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.28","High performance","0.42","132","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"85601.33333333333","98289","11519.58351388336","75798","98289","57002.74436975371","114199.92229691295","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","78854.8122","3","False","20","True","False","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","True","System.Boolean[]","2026-05-18 03:33:39","370bb22fd1e5d331602a33a95d279246645d57ef","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.28","High performance","0.42","132","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
