"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","Dedicated","FlushEarly","Common","CILabel","Methods","JVM","Enabled","Reference","Native","InstrumentPropertyAccessors","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"74124","92442","16042.134147300976","62580","92442","34297.698986222684","113950.30101377732","commonmain-plain-jar","2448.6684","3","False","20","System.Boolean[]","False","System.Boolean[]","True","ci-windows-small","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","True","2026-08-13 01:48:57","3e3bc5ea0f1642e3679506bd03837fad2cac2ade","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.24","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.7","High performance","0.09","140","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8597.7141","3","False","20","System.Boolean[]","False","System.Boolean[]","True","ci-windows-small","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","True","2026-08-13 01:48:57","3e3bc5ea0f1642e3679506bd03837fad2cac2ade","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.24","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.7","High performance","0.09","140","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12678","12771","80.55432949258531","12630","12771","12478.015325587185","12877.984674412815","commonmain-plain-win-exe","89837.2427","3","False","20","System.Boolean[]","False","System.Boolean[]","True","ci-windows-small","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","True","2026-08-13 01:48:57","3e3bc5ea0f1642e3679506bd03837fad2cac2ade","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.24","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.7","High performance","0.09","140","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"119071.66666666667","129293","9258.646625362335","111247","129293","96086.09354428304","142057.2397890503","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3509.0376","3","False","20","System.Boolean[]","False","System.Boolean[]","True","ci-windows-small","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","True","2026-08-13 01:48:57","3e3bc5ea0f1642e3679506bd03837fad2cac2ade","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.24","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.7","High performance","0.09","140","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5103.5687","3","False","20","System.Boolean[]","False","System.Boolean[]","True","ci-windows-small","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","True","2026-08-13 01:48:57","3e3bc5ea0f1642e3679506bd03837fad2cac2ade","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.24","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.7","High performance","0.09","140","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"91351","99201","7613.22559760316","83999","99201","72450.3592528366","110251.6407471634","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","46076.7834","3","False","20","System.Boolean[]","False","System.Boolean[]","True","ci-windows-small","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","True","2026-08-13 01:48:57","3e3bc5ea0f1642e3679506bd03837fad2cac2ade","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.24","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.7","High performance","0.09","140","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
