"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","Reference","IOA","JVM","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"42726","47501","4828.87264276042","37845","47501","30737.811043225367","54714.18895677463","commonmain_plain_jar","1045.2874","3","False","5","True","True","True","True","True","2026-04-10 01:26:49","fd68fe09827eb93330145ef77bbecebfaa712059","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.56","145","84","0.1","153","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"56130.333333333336","71734","15969.264238947682","39819","71734","16484.939602731487","95775.72706393519","commonmain_ioa_jar","2323.1256","3","False","5","True","True","True","True","True","2026-04-10 01:26:49","fd68fe09827eb93330145ef77bbecebfaa712059","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.56","145","84","0.1","153","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"3706.3333333333335","5514","1566.6155665425174","2743","5514","-182.9561186245828","7595.62278529125","commonmain_plain_exe","1136.5784","3","False","5","True","True","True","True","True","2026-04-10 01:26:49","fd68fe09827eb93330145ef77bbecebfaa712059","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.56","145","84","0.1","153","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"3659.6666666666665","3713","47.982635748084256","3620","3713","3540.5446797046543","3778.7886536286787","commonmain_ioa_exe","3426.4722","3","False","5","True","True","True","True","True","2026-04-10 01:26:49","fd68fe09827eb93330145ef77bbecebfaa712059","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.56","145","84","0.1","153","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"302069","341090","34743.746818672276","274487","341090","215813.96021280845","388324.03978719155","commonmain_plain_node","973.9142","3","False","5","True","True","True","True","True","2026-04-10 01:26:49","fd68fe09827eb93330145ef77bbecebfaa712059","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.56","145","84","0.1","153","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"304583.3333333333","326138","30551.055077252786","269621","326138","228737.0958799537","380429.5707867129","commonmain_ioa_node","6812.1862","3","False","5","True","True","True","True","True","2026-04-10 01:26:49","fd68fe09827eb93330145ef77bbecebfaa712059","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.56","145","84","0.1","153","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
