"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JS","JVM","Methods","Common","Enabled","Native","InstrumentPropertyAccessors","FlushEarly","Dedicated","TestKIR","CILabel","Reference","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"86185.33333333333","99226","11343.559244493474","78601","99226","58023.74330481319","114346.92336185346","commonmain-plain-jar","3635.5471","3","False","20","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","ci-windows-small","True","2026-04-13 02:34:37","51dd113bbb3d83dc0738c1f0dc990590f6e1dab5","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","11.56","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.34","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7197.6819","3","False","20","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","ci-windows-small","True","2026-04-13 02:34:37","51dd113bbb3d83dc0738c1f0dc990590f6e1dab5","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","11.56","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.34","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"13262","14248","856.0064252095308","12709","14248","11136.873177902082","15387.126822097918","commonmain-plain-win-exe","93845.8796","3","False","20","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","ci-windows-small","True","2026-04-13 02:34:37","51dd113bbb3d83dc0738c1f0dc990590f6e1dab5","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","11.56","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.34","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"138449.33333333334","145846","7002.992812600433","131921","145846","121063.66025573548","155835.0064109312","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4726.5772","3","False","20","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","ci-windows-small","True","2026-04-13 02:34:37","51dd113bbb3d83dc0738c1f0dc990590f6e1dab5","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","11.56","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.34","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","6938.7792","3","False","20","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","ci-windows-small","True","2026-04-13 02:34:37","51dd113bbb3d83dc0738c1f0dc990590f6e1dab5","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","11.56","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.34","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"95669.33333333333","104019","7264.107401004842","90802","104019","77635.41557074558","113703.25109592108","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","76469.2587","3","False","20","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","ci-windows-small","True","2026-04-13 02:34:37","51dd113bbb3d83dc0738c1f0dc990590f6e1dab5","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","11.56","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.24","High performance","0.34","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
