"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JVM","TestKIR","Enabled","Dedicated","CILabel","Native","FlushEarly","Methods","InstrumentPropertyAccessors","Common","JS","Reference","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"74318.33333333333","77949","4974.668866701917","68648","77949","61968.18977325904","86668.47689340761","commonmain-plain-jar","1966.2102","3","False","20","True","System.Boolean[]","System.Boolean[]","False","ci-linux-small","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","True","2026-05-18 02:10:17","371d9134851a90fa156df8cdbc18b2b45a6261ee","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.62","14.08","145","86","0.03","159","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6147.2461","3","False","20","True","System.Boolean[]","System.Boolean[]","False","ci-linux-small","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","True","2026-05-18 02:10:17","371d9134851a90fa156df8cdbc18b2b45a6261ee","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.62","14.08","145","86","0.03","159","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"10227.333333333334","10471","388.7574222228218","9779","10471","9262.201763143146","11192.464903523522","commonmain-plain-linux-exe","15281.6936","3","False","20","True","System.Boolean[]","System.Boolean[]","False","ci-linux-small","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","True","2026-05-18 02:10:17","371d9134851a90fa156df8cdbc18b2b45a6261ee","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.62","14.08","145","86","0.03","159","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"165992.66666666666","203388","32387.778811356195","146895","203388","85586.56756134727","246398.76577198604","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2176.2836","3","False","20","True","System.Boolean[]","System.Boolean[]","False","ci-linux-small","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","True","2026-05-18 02:10:17","371d9134851a90fa156df8cdbc18b2b45a6261ee","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.62","14.08","145","86","0.03","159","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3792.1311","3","False","20","True","System.Boolean[]","System.Boolean[]","False","ci-linux-small","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","True","2026-05-18 02:10:17","371d9134851a90fa156df8cdbc18b2b45a6261ee","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.62","14.08","145","86","0.03","159","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"54088.333333333336","71870","15477.535796545048","43644","71870","15663.707661665729","92512.95900500094","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","19372.2872","3","False","20","True","System.Boolean[]","System.Boolean[]","False","ci-linux-small","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","True","2026-05-18 02:10:17","371d9134851a90fa156df8cdbc18b2b45a6261ee","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.62","14.08","145","86","0.03","159","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
