"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Common","InstrumentPropertyAccessors","CILabel","Enabled","TestKIR","Methods","Native","Dedicated","Reference","JVM","FlushEarly","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"81389","97489","13961.793437807337","72615","97489","46727.36564134153","116050.63435865847","commonmain-plain-jar","1989.8102","3","False","20","True","System.Boolean[]","ci-linux-small","System.Boolean[]","System.Boolean[]","System.String[]","True","False","True","True","System.Boolean[]","True","2026-08-22 00:35:12","84256f21da6ba67cc4fe405a5c997de4a061288c","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.82","145","82","0.05","157","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6262.75","3","False","20","True","System.Boolean[]","ci-linux-small","System.Boolean[]","System.Boolean[]","System.String[]","True","False","True","True","System.Boolean[]","True","2026-08-22 00:35:12","84256f21da6ba67cc4fe405a5c997de4a061288c","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.82","145","82","0.05","157","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11218.333333333334","11260","41.50100400391939","11177","11260","11115.302685250133","11321.363981416534","commonmain-plain-linux-exe","17680.6824","3","False","20","True","System.Boolean[]","ci-linux-small","System.Boolean[]","System.Boolean[]","System.String[]","True","False","True","True","System.Boolean[]","True","2026-08-22 00:35:12","84256f21da6ba67cc4fe405a5c997de4a061288c","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.82","145","82","0.05","157","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"131357.66666666666","172253","35812.10266562595","105601","172253","42450.32007541033","220265.01325792298","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2508.7146","3","False","20","True","System.Boolean[]","ci-linux-small","System.Boolean[]","System.Boolean[]","System.String[]","True","False","True","True","System.Boolean[]","True","2026-08-22 00:35:12","84256f21da6ba67cc4fe405a5c997de4a061288c","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.82","145","82","0.05","157","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4270.2831","3","False","20","True","System.Boolean[]","ci-linux-small","System.Boolean[]","System.Boolean[]","System.String[]","True","False","True","True","System.Boolean[]","True","2026-08-22 00:35:12","84256f21da6ba67cc4fe405a5c997de4a061288c","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.82","145","82","0.05","157","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"46515.666666666664","48134","1410.22846848776","45550","48134","43014.624787295455","50016.70854603787","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","19374.9124","3","False","20","True","System.Boolean[]","ci-linux-small","System.Boolean[]","System.Boolean[]","System.String[]","True","False","True","True","System.Boolean[]","True","2026-08-22 00:35:12","84256f21da6ba67cc4fe405a5c997de4a061288c","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.82","145","82","0.05","157","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
