"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","CILabel","Dedicated","TestKIR","Reference","JVM","Methods","Native","Enabled","JS","Common","FlushEarly","InstrumentPropertyAccessors","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"88819.66666666667","123933","32862.76362896665","58803","123933","7234.367328421242","170404.9660049121","commonmain-plain-jar","2048.7518","3","False","20","ci-linux-small","False","System.Boolean[]","True","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-08-04 01:22:38","a2c8a84df1c2d0ae494af8312b68749fd7828cad","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.01","145","83","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6142.1632","3","False","20","ci-linux-small","False","System.Boolean[]","True","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-08-04 01:22:38","a2c8a84df1c2d0ae494af8312b68749fd7828cad","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.01","145","83","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"9281.333333333334","10274","860.4279942757171","8749","10274","7145.229496645821","11417.437170020847","commonmain-plain-linux-exe","16496.7484","3","False","20","ci-linux-small","False","System.Boolean[]","True","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-08-04 01:22:38","a2c8a84df1c2d0ae494af8312b68749fd7828cad","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.01","145","83","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"98884.66666666667","114138","13393.530316288285","89047","114138","65633.80583258031","132135.52750075303","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2255.5805","3","False","20","ci-linux-small","False","System.Boolean[]","True","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-08-04 01:22:38","a2c8a84df1c2d0ae494af8312b68749fd7828cad","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.01","145","83","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4201.5882","3","False","20","ci-linux-small","False","System.Boolean[]","True","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-08-04 01:22:38","a2c8a84df1c2d0ae494af8312b68749fd7828cad","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.01","145","83","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"44792.333333333336","46010","1054.5398680625278","44179","46010","42174.326163535836","47410.340503130836","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","19173.9561","3","False","20","ci-linux-small","False","System.Boolean[]","True","True","System.String[]","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-08-04 01:22:38","a2c8a84df1c2d0ae494af8312b68749fd7828cad","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.01","145","83","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
