"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","CILabel","FlushEarly","Enabled","Common","Dedicated","JS","TestKIR","InstrumentPropertyAccessors","Native","Reference","Methods","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"151179.33333333334","175789","23207.36543283906","129690","175789","93564.58501005726","208794.08165660943","commonmain-plain-jar","4069.7051","3","False","20","ci-windows-small","System.Boolean[]","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","2026-08-27 07:19:19","38f012802758fbe5cd96a42a3257d65a76934777","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.51","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.38","High performance","0.12","135","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","9062.4265","3","False","20","ci-windows-small","System.Boolean[]","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","2026-08-27 07:19:19","38f012802758fbe5cd96a42a3257d65a76934777","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.51","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.38","High performance","0.12","135","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"16699","19127","2231.456250971549","14738","19127","11159.172971111824","22238.827028888176","commonmain-plain-win-exe","107248.8871","3","False","20","ci-windows-small","System.Boolean[]","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","2026-08-27 07:19:19","38f012802758fbe5cd96a42a3257d65a76934777","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.51","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.38","High performance","0.12","135","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"201310.33333333334","269814","83148.16343331544","108800","269814","-5113.809192311601","407734.4758589783","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3167.1359","3","False","20","ci-windows-small","System.Boolean[]","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","2026-08-27 07:19:19","38f012802758fbe5cd96a42a3257d65a76934777","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.51","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.38","High performance","0.12","135","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5141.7015","3","False","20","ci-windows-small","System.Boolean[]","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","2026-08-27 07:19:19","38f012802758fbe5cd96a42a3257d65a76934777","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.51","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.38","High performance","0.12","135","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"80192.66666666667","82816","3905.7313442341797","75704","82816","70496.27398187004","89889.05935146331","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","54728.7145","3","False","20","ci-windows-small","System.Boolean[]","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","2026-08-27 07:19:19","38f012802758fbe5cd96a42a3257d65a76934777","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.51","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.38","High performance","0.12","135","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
