"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Dedicated","Native","FlushEarly","TestKIR","Common","JVM","CILabel","JS","InstrumentPropertyAccessors","Methods","Reference","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"68110.33333333333","68503","528.8339373880361","67509","68503","66797.44694407067","69423.21972259598","commonmain-plain-jar","2910.0609","3","False","20","False","True","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.String[]","True","System.Boolean[]","2026-08-07 02:38:16","7bc1380043ec70b679faeb3210c6a3db93e7d364","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.94","High performance","0.06","141","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8176.4589","3","False","20","False","True","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.String[]","True","System.Boolean[]","2026-08-07 02:38:16","7bc1380043ec70b679faeb3210c6a3db93e7d364","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.94","High performance","0.06","141","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12843.666666666666","13064","197.1302445930947","12684","13064","12354.269907607335","13333.063425725997","commonmain-plain-win-exe","87712.4047","3","False","20","False","True","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.String[]","True","System.Boolean[]","2026-08-07 02:38:16","7bc1380043ec70b679faeb3210c6a3db93e7d364","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.94","High performance","0.06","141","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"128836","135171","5615.867608838371","124469","135171","114894.01249450663","142777.98750549337","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3217.6485","3","False","20","False","True","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.String[]","True","System.Boolean[]","2026-08-07 02:38:16","7bc1380043ec70b679faeb3210c6a3db93e7d364","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.94","High performance","0.06","141","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5203.2921","3","False","20","False","True","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.String[]","True","System.Boolean[]","2026-08-07 02:38:16","7bc1380043ec70b679faeb3210c6a3db93e7d364","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.94","High performance","0.06","141","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"92074.66666666667","115646","20416.288627792597","79944","115646","41389.06280569732","142760.27052763602","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","43571.0274","3","False","20","False","True","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.String[]","True","System.Boolean[]","2026-08-07 02:38:16","7bc1380043ec70b679faeb3210c6a3db93e7d364","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.94","High performance","0.06","141","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
