"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JS","Dedicated","JVM","InstrumentPropertyAccessors","CILabel","Reference","TestKIR","FlushEarly","Methods","Enabled","Common","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"40199.333333333336","53910","11875.104813572525","33167","53910","10718.125002017528","69680.54166464915","commonmain-plain-jar","1376.3083","3","False","20","True","False","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","True","True","2026-08-02 01:44:24","af5525b70ee17d392db65ee64a6dbcda87344f69","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) 6973P-C","2","4","15.61","13.76","145","83","0.02","152","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","4359.7482","3","False","20","True","False","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","True","True","2026-08-02 01:44:24","af5525b70ee17d392db65ee64a6dbcda87344f69","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) 6973P-C","2","4","15.61","13.76","145","83","0.02","152","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"4327.333333333333","4391","60.74811382531422","4270","4391","4176.519691893162","4478.146974773504","commonmain-plain-linux-exe","10760.8542","3","False","20","True","False","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","True","True","2026-08-02 01:44:24","af5525b70ee17d392db65ee64a6dbcda87344f69","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) 6973P-C","2","4","15.61","13.76","145","83","0.02","152","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"66071","74846","7623.061655266865","61083","74846","47145.94019551501","84996.05980448499","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","1575.6058","3","False","20","True","False","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","True","True","2026-08-02 01:44:24","af5525b70ee17d392db65ee64a6dbcda87344f69","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) 6973P-C","2","4","15.61","13.76","145","83","0.02","152","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","2817.1006","3","False","20","True","False","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","True","True","2026-08-02 01:44:24","af5525b70ee17d392db65ee64a6dbcda87344f69","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) 6973P-C","2","4","15.61","13.76","145","83","0.02","152","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"28137.333333333332","28495","585.1976873957494","27462","28495","26684.51795124088","29590.148715425785","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","12773.0594","3","False","20","True","False","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.String[]","System.Boolean[]","True","True","2026-08-02 01:44:24","af5525b70ee17d392db65ee64a6dbcda87344f69","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) 6973P-C","2","4","15.61","13.76","145","83","0.02","152","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
