"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","Dedicated","Reference","JVM","FlushEarly","Native","JS","InstrumentPropertyAccessors","Common","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"52992.666666666664","60282","6321.1083152666615","49023","60282","37299.84424086391","68685.48909246942","CommonMain-plain-jar","1831.1694","3","False","20","System.Boolean[]","False","True","True","System.Boolean[]","True","True","System.Boolean[]","True","ci-linux-small","2026-04-10 17:31:33","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.59","145","86","0.04","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"CommonMain-plain-node","5939.805","3","False","20","System.Boolean[]","False","True","True","System.Boolean[]","True","True","System.Boolean[]","True","ci-linux-small","2026-04-10 17:31:33","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.59","145","86","0.04","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"10987.333333333334","11150","140.90540562140734","10903","11150","10637.520705710423","11337.145960956244","CommonMain-plain-exe","2412.6873","3","False","20","System.Boolean[]","False","True","True","System.Boolean[]","True","True","System.Boolean[]","True","ci-linux-small","2026-04-10 17:31:33","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.59","145","86","0.04","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"93479","105751","10771.955439937541","85587","105751","66736.47709632965","120221.52290367035","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","2200.5758","3","False","20","System.Boolean[]","False","True","True","System.Boolean[]","True","True","System.Boolean[]","True","ci-linux-small","2026-04-10 17:31:33","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.59","145","86","0.04","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","4183.2524","3","False","20","System.Boolean[]","False","True","True","System.Boolean[]","True","True","System.Boolean[]","True","ci-linux-small","2026-04-10 17:31:33","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.59","145","86","0.04","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"50182.666666666664","55002","4257.5534445657095","46932","55002","39612.83826923697","60752.49506409636","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","15160.8612","3","False","20","System.Boolean[]","False","True","True","System.Boolean[]","True","True","System.Boolean[]","True","ci-linux-small","2026-04-10 17:31:33","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.59","145","86","0.04","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
