"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Common","TestKIR","Enabled","CILabel","FlushEarly","Methods","JVM","JS","InstrumentPropertyAccessors","Dedicated","Native","Reference","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"72762","112735","34619.90408709995","52379","112735","-13185.5870592266","158709.5870592266","commonmain-plain-jar","1696.7578","3","False","20","True","System.Boolean[]","System.Boolean[]","ci-linux-small","System.Boolean[]","System.String[]","True","True","System.Boolean[]","False","True","True","2026-08-27 05:36:06","0ea6cb314bf1e9c7d58707a380c7a58df5e3ca05","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","INTEL(R) XEON(R) PLATINUM 8573C","2","4","15.61","14.33","145","83","0.03","150","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","4518.2403","3","False","20","True","System.Boolean[]","System.Boolean[]","ci-linux-small","System.Boolean[]","System.String[]","True","True","System.Boolean[]","False","True","True","2026-08-27 05:36:06","0ea6cb314bf1e9c7d58707a380c7a58df5e3ca05","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","INTEL(R) XEON(R) PLATINUM 8573C","2","4","15.61","14.33","145","83","0.03","150","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"7377.333333333333","7715","295.0836039723884","7169","7715","6644.7569611296485","8109.9097055370175","commonmain-plain-linux-exe","12044.5768","3","False","20","True","System.Boolean[]","System.Boolean[]","ci-linux-small","System.Boolean[]","System.String[]","True","True","System.Boolean[]","False","True","True","2026-08-27 05:36:06","0ea6cb314bf1e9c7d58707a380c7a58df5e3ca05","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","INTEL(R) XEON(R) PLATINUM 8573C","2","4","15.61","14.33","145","83","0.03","150","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"81948","95229","11856.168310208826","72430","95229","52513.80354853672","111382.19645146327","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","1806.6007","3","False","20","True","System.Boolean[]","System.Boolean[]","ci-linux-small","System.Boolean[]","System.String[]","True","True","System.Boolean[]","False","True","True","2026-08-27 05:36:06","0ea6cb314bf1e9c7d58707a380c7a58df5e3ca05","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","INTEL(R) XEON(R) PLATINUM 8573C","2","4","15.61","14.33","145","83","0.03","150","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3601.7889","3","False","20","True","System.Boolean[]","System.Boolean[]","ci-linux-small","System.Boolean[]","System.String[]","True","True","System.Boolean[]","False","True","True","2026-08-27 05:36:06","0ea6cb314bf1e9c7d58707a380c7a58df5e3ca05","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","INTEL(R) XEON(R) PLATINUM 8573C","2","4","15.61","14.33","145","83","0.03","150","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"34304.333333333336","34935","607.9427056337903","33722","34935","32795.05102891032","35813.61563775635","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","15729.9777","3","False","20","True","System.Boolean[]","System.Boolean[]","ci-linux-small","System.Boolean[]","System.String[]","True","True","System.Boolean[]","False","True","True","2026-08-27 05:36:06","0ea6cb314bf1e9c7d58707a380c7a58df5e3ca05","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","INTEL(R) XEON(R) PLATINUM 8573C","2","4","15.61","14.33","145","83","0.03","150","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
