"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","CILabel","TestKIR","FlushEarly","Common","Reference","InstrumentPropertyAccessors","Dedicated","JS","JVM","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"161115.46","153552","21901.265573542947","143206","241560","155044.73890578107","167186.18109421892","commonmain-plain-jar","1838.8059","50","False","500","ci-linux-large","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","True","True","True","2026-04-11 02:32:51","f7e427277bcfcdf347378afe2bb8c9b306489f55","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.99","145","86","0.03","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6139.904","50","False","500","ci-linux-large","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","True","True","True","2026-04-11 02:32:51","f7e427277bcfcdf347378afe2bb8c9b306489f55","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.99","145","86","0.03","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"134502","133619.5","4573.3104653243145","127456","150488","133234.34301373913","135769.65698626087","commonmain-plain-exe","2284.4032","50","False","500","ci-linux-large","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","True","True","True","2026-04-11 02:32:51","f7e427277bcfcdf347378afe2bb8c9b306489f55","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.99","145","86","0.03","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"435785.3","436669","11503.781614702857","405711","459497","432596.6144202941","438973.98557970586","commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","1942.0689","50","False","500","ci-linux-large","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","True","True","True","2026-04-11 02:32:51","f7e427277bcfcdf347378afe2bb8c9b306489f55","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.99","145","86","0.03","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","4182.2776","50","False","500","ci-linux-large","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","True","True","True","2026-04-11 02:32:51","f7e427277bcfcdf347378afe2bb8c9b306489f55","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.99","145","86","0.03","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"1036448.56","1034514.5","18345.608436475737","1016286","1152407","1031363.4167808734","1041533.7032191267","commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","2827.7778","50","False","500","ci-linux-large","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","True","True","True","2026-04-11 02:32:51","f7e427277bcfcdf347378afe2bb8c9b306489f55","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.99","145","86","0.03","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
