"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","JVM","InstrumentPropertyAccessors","Enabled","JS","Common","TestKIR","Dedicated","Methods","Native","CILabel","Reference","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"98109","131429","36670.675491460475","58820","131429","7070.155224651506","189147.8447753485","commonmain-plain-jar","1907.531","3","False","20","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","System.String[]","True","ci-linux-small","True","2026-08-20 00:35:58","7fc4706d394a45b0d13c20c84efc5fbd31d68c8d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.02","145","82","0.1","150","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","5978.902","3","False","20","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","System.String[]","True","ci-linux-small","True","2026-08-20 00:35:58","7fc4706d394a45b0d13c20c84efc5fbd31d68c8d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.02","145","82","0.1","150","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"12002.333333333334","12182","167.6792573138769","11850","12182","11586.051776638296","12418.614890028372","commonmain-plain-linux-exe","15417.1212","3","False","20","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","System.String[]","True","ci-linux-small","True","2026-08-20 00:35:58","7fc4706d394a45b0d13c20c84efc5fbd31d68c8d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.02","145","82","0.1","150","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"112847","140469","24423.68414060418","94108","140469","52212.61136332507","173481.38863667494","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2207.0298","3","False","20","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","System.String[]","True","ci-linux-small","True","2026-08-20 00:35:58","7fc4706d394a45b0d13c20c84efc5fbd31d68c8d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.02","145","82","0.1","150","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3667.8738","3","False","20","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","System.String[]","True","ci-linux-small","True","2026-08-20 00:35:58","7fc4706d394a45b0d13c20c84efc5fbd31d68c8d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.02","145","82","0.1","150","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"50833.666666666664","61046","8876.35028225753","44972","61046","28797.184799670642","72870.1485336627","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20035.4517","3","False","20","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","System.String[]","True","ci-linux-small","True","2026-08-20 00:35:58","7fc4706d394a45b0d13c20c84efc5fbd31d68c8d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.02","145","82","0.1","150","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
