"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JS","Enabled","TestKIR","Native","Methods","Dedicated","FlushEarly","JVM","InstrumentPropertyAccessors","CILabel","Reference","Common","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"68898.33333333333","74399","4763.8607592302","66111","74399","57071.54327892249","80725.12338774417","commonmain-plain-jar","2786.6771","3","False","20","True","System.Boolean[]","System.Boolean[]","True","System.String[]","False","System.Boolean[]","True","System.Boolean[]","ci-windows-small","True","True","2026-08-16 01:11:21","019ecd15e715b820b6052522c5f81ccc6ab0564a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.37","High performance","0.09","141","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8492.0947","3","False","20","True","System.Boolean[]","System.Boolean[]","True","System.String[]","False","System.Boolean[]","True","System.Boolean[]","ci-windows-small","True","True","2026-08-16 01:11:21","019ecd15e715b820b6052522c5f81ccc6ab0564a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.37","High performance","0.09","141","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"14077.666666666666","17226","2902.588901882823","11508","17226","6871.681586116533","21283.651747216798","commonmain-plain-win-exe","103920.0115","3","False","20","True","System.Boolean[]","System.Boolean[]","True","System.String[]","False","System.Boolean[]","True","System.Boolean[]","ci-windows-small","True","True","2026-08-16 01:11:21","019ecd15e715b820b6052522c5f81ccc6ab0564a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.37","High performance","0.09","141","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"155767","193929","39455.574853244754","115134","193929","57814.346921025164","253719.65307897484","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3638.1303","3","False","20","True","System.Boolean[]","System.Boolean[]","True","System.String[]","False","System.Boolean[]","True","System.Boolean[]","ci-windows-small","True","True","2026-08-16 01:11:21","019ecd15e715b820b6052522c5f81ccc6ab0564a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.37","High performance","0.09","141","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5844.1603","3","False","20","True","System.Boolean[]","System.Boolean[]","True","System.String[]","False","System.Boolean[]","True","System.Boolean[]","ci-windows-small","True","True","2026-08-16 01:11:21","019ecd15e715b820b6052522c5f81ccc6ab0564a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.37","High performance","0.09","141","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"92670","123399","26629.85799811933","76333","123399","26558.550560108473","158781.44943989153","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","48615.834","3","False","20","True","System.Boolean[]","System.Boolean[]","True","System.String[]","False","System.Boolean[]","True","System.Boolean[]","ci-windows-small","True","True","2026-08-16 01:11:21","019ecd15e715b820b6052522c5f81ccc6ab0564a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.37","High performance","0.09","141","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
