"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Enabled","InstrumentPropertyAccessors","FlushEarly","JVM","Native","TestKIR","CILabel","Reference","Common","Dedicated","Methods","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"110275.66666666667","115050","4436.548921553028","106280","115050","99261.46299590086","121289.87033743248","commonmain-plain-jar","2172.8378","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","True","True","False","System.String[]","True","2026-05-30 02:55:40","af470886b2df48af89c7d066417e8e2a2a371ac8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.67","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.35","High performance","1.92","131","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6071.4066","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","True","True","False","System.String[]","True","2026-05-30 02:55:40","af470886b2df48af89c7d066417e8e2a2a371ac8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.67","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.35","High performance","1.92","131","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11228.666666666666","13539","2002.8530483620941","9983","13539","6256.37135620446","16200.96197712887","commonmain-plain-win-exe","90618.5518","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","True","True","False","System.String[]","True","2026-05-30 02:55:40","af470886b2df48af89c7d066417e8e2a2a371ac8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.67","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.35","High performance","1.92","131","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"85015.66666666667","86478","2360.9045582855174","82292","86478","79154.4704729609","90876.86286037245","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2714.7164","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","True","True","False","System.String[]","True","2026-05-30 02:55:40","af470886b2df48af89c7d066417e8e2a2a371ac8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.67","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.35","High performance","1.92","131","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4474.2368","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","True","True","False","System.String[]","True","2026-05-30 02:55:40","af470886b2df48af89c7d066417e8e2a2a371ac8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.67","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.35","High performance","1.92","131","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"60875.333333333336","66411","4800.006701384211","57868","66411","48958.80714036175","72791.85952630492","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","142184.3021","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","True","True","False","System.String[]","True","2026-05-30 02:55:40","af470886b2df48af89c7d066417e8e2a2a371ac8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.67","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.35","High performance","1.92","131","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
