"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","JVM","JS","Dedicated","InstrumentPropertyAccessors","Common","TestKIR","FlushEarly","Reference","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"103262.02","101671.5","10070.02675855229","94472","159857","100470.7509905807","106053.28900941931","CommonMain-plain-jar","1869.3618","50","False","500","True","True","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","2026-04-09 02:36:44","4bf9d98d175e1abfb5769fad3a08a56362130b27","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.83","145","86","0.02","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"178754.52","178943","6249.002879611094","155380","190306","177022.3847737637","180486.65522623627","CommonMain-plain-node","5951.7823","50","False","500","True","True","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","2026-04-09 02:36:44","4bf9d98d175e1abfb5769fad3a08a56362130b27","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.83","145","86","0.02","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"104958.42","103856","3037.677624536917","102336","116966","104116.41872063147","105800.42127936853","CommonMain-plain-exe","2131.7022","50","False","500","True","True","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","2026-04-09 02:36:44","4bf9d98d175e1abfb5769fad3a08a56362130b27","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.83","145","86","0.02","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"367523.92","366491","12969.586975690474","339899","399559","363928.9339033178","371118.9060966822","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","2035.4211","50","False","500","True","True","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","2026-04-09 02:36:44","4bf9d98d175e1abfb5769fad3a08a56362130b27","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.83","145","86","0.02","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"3698132.66","3692139.5","76108.32289562083","3522910","3912543","3677036.5092001026","3719228.8107998976","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","3936.3827","50","False","500","True","True","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","2026-04-09 02:36:44","4bf9d98d175e1abfb5769fad3a08a56362130b27","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.83","145","86","0.02","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"1000228.94","997648.5","10134.873472443995","987973","1056628","997419.6963985375","1003038.1836014624","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","14604.8994","50","False","500","True","True","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","2026-04-09 02:36:44","4bf9d98d175e1abfb5769fad3a08a56362130b27","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.83","145","86","0.02","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
