"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Dedicated","CILabel","Reference","InstrumentPropertyAccessors","Common","JS","Enabled","TestKIR","FlushEarly","JVM","Methods","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"88363.33333333333","93691","8472.08087386643","78594","93691","67330.49318890416","109396.1734777625","commonmain-plain-jar","3189.7289","3","False","20","False","ci-windows-small","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","2026-07-11 02:31:18","9aa5ac7c9bc1c8a2d25b3fa53a24d7fff96b0b40","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.69","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.58","High performance","0.15","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","10428.6775","3","False","20","False","ci-windows-small","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","2026-07-11 02:31:18","9aa5ac7c9bc1c8a2d25b3fa53a24d7fff96b0b40","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.69","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.58","High performance","0.15","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12807.666666666666","15044","1937.4329235700868","11637","15044","7997.783760838523","17617.54957249481","commonmain-plain-win-exe","131330.0574","3","False","20","False","ci-windows-small","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","2026-07-11 02:31:18","9aa5ac7c9bc1c8a2d25b3fa53a24d7fff96b0b40","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.69","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.58","High performance","0.15","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"150807.33333333334","190516","34868.759833600816","125187","190516","64241.935465510614","237372.73120115607","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3671.6551","3","False","20","False","ci-windows-small","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","2026-07-11 02:31:18","9aa5ac7c9bc1c8a2d25b3fa53a24d7fff96b0b40","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.69","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.58","High performance","0.15","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5384.982","3","False","20","False","ci-windows-small","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","2026-07-11 02:31:18","9aa5ac7c9bc1c8a2d25b3fa53a24d7fff96b0b40","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.69","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.58","High performance","0.15","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"84922.66666666667","93204","7710.744797575221","77950","93204","65779.92415317666","104065.40918015668","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","47647.7459","3","False","20","False","ci-windows-small","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","2026-07-11 02:31:18","9aa5ac7c9bc1c8a2d25b3fa53a24d7fff96b0b40","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.69","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.58","High performance","0.15","136","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
