"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","TestKIR","JVM","Common","CILabel","FlushEarly","Native","Enabled","Reference","JS","Dedicated","Methods","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"48722","51558","2456.1557361046957","47281","51558","42624.33264572974","54819.66735427026","commonmain-plain-jar","1947.7337","3","False","20","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","True","True","False","System.String[]","2026-06-14 03:56:16","2ebcf38f5431d00d2018f06eca0a3cd15aed4e6a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.13","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","25.82","High performance","0.21","143","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","5853.2154","3","False","20","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","True","True","False","System.String[]","2026-06-14 03:56:16","2ebcf38f5431d00d2018f06eca0a3cd15aed4e6a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.13","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","25.82","High performance","0.21","143","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"10075.666666666666","10155","68.70468203356546","10036","10155","9905.099999999999","10246.233333333334","commonmain-plain-win-exe","78096.9703","3","False","20","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","True","True","False","System.String[]","2026-06-14 03:56:16","2ebcf38f5431d00d2018f06eca0a3cd15aed4e6a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.13","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","25.82","High performance","0.21","143","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"85881.33333333333","97874","10558.676258572063","77983","97874","59668.29863859076","112094.3680280759","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3819.638","3","False","20","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","True","True","False","System.String[]","2026-06-14 03:56:16","2ebcf38f5431d00d2018f06eca0a3cd15aed4e6a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.13","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","25.82","High performance","0.21","143","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5010.5026","3","False","20","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","True","True","False","System.String[]","2026-06-14 03:56:16","2ebcf38f5431d00d2018f06eca0a3cd15aed4e6a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.13","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","25.82","High performance","0.21","143","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"60555","65368","4170.824738585883","58000","65368","50200.484822069164","70909.51517793084","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","35945.4731","3","False","20","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","True","True","False","System.String[]","2026-06-14 03:56:16","2ebcf38f5431d00d2018f06eca0a3cd15aed4e6a","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.13","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","25.82","High performance","0.21","143","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
