mean,median,stddev,min,max,ci95_lower,ci95_upper,executable,buildTimeMs,RepetitionCount,CleanBuild,StepCount,Reference,IOA,JVM,JS,Native,IoaKinds,CollectionTimestamp,GitCommitHash,GitBranch,OS,OSArchitecture,OSRelease,DeviceManufacturer,DeviceModel,IsVirtualMachine,HyperVEnabled,CPU,CPUCores,CPULogicalProcessors,CPUMaxClockSpeedMHz,TotalRAMGB,AvailableRAMGB,DiskSizeGB,SystemDriveFreeSpaceGB,SystemUptimeHours,TimeZone,Username,JavaVersion,JavaDistribution,NodeVersion,PythonVersion,GradleVersion,KotlinVersion,RunningProcessCount
115269.42,115130.5,6633.25758641673,106558.0,144063.0,113430.77480308074,117108.06519691925,commonmain_plain_jar,1684.7043000016129,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T11:33:22.430511,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Windows,64-bit,11,Dell Inc.,Precision 5570,False,,12th Gen Intel(R) Core(TM) i7-12800H,14,20,2400,31.68,19.94,1023.21,928.42,24.32,W. Europe Daylight Time,lian.hoerschlaeger,21.0.9,,v25.9.0,Python 3.12.10,,,249
139666.4,134885.5,28864.4718210849,106209.0,216215.0,131665.57660605758,147667.2233939424,commonmain_plain_node,1647.8039000066929,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T11:33:22.430511,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Windows,64-bit,11,Dell Inc.,Precision 5570,False,,12th Gen Intel(R) Core(TM) i7-12800H,14,20,2400,31.68,19.94,1023.21,928.42,24.32,W. Europe Daylight Time,lian.hoerschlaeger,21.0.9,,v25.9.0,Python 3.12.10,,,249
158387.26,154655.5,9181.246451348976,148838.0,187845.0,155842.34832280644,160932.17167719358,commonmain_plain_native,4307.797799992841,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T11:33:22.430511,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Windows,64-bit,11,Dell Inc.,Precision 5570,False,,12th Gen Intel(R) Core(TM) i7-12800H,14,20,2400,31.68,19.94,1023.21,928.42,24.32,W. Europe Daylight Time,lian.hoerschlaeger,21.0.9,,v25.9.0,Python 3.12.10,,,249
97645.0,96313.0,5250.901605769183,91528.0,117503.0,96189.52433194917,99100.47566805083,commonmain_ioa_kind-none-jar,2711.1316999944393,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T11:33:22.430511,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Windows,64-bit,11,Dell Inc.,Precision 5570,False,,12th Gen Intel(R) Core(TM) i7-12800H,14,20,2400,31.68,19.94,1023.21,928.42,24.32,W. Europe Daylight Time,lian.hoerschlaeger,21.0.9,,v25.9.0,Python 3.12.10,,,249
99330.98,97505.5,7692.702992194775,93097.0,133481.0,97198.67151903748,101463.28848096251,commonmain_ioa_kind-none-node,3951.2640000029933,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T11:33:22.430511,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Windows,64-bit,11,Dell Inc.,Precision 5570,False,,12th Gen Intel(R) Core(TM) i7-12800H,14,20,2400,31.68,19.94,1023.21,928.42,24.32,W. Europe Daylight Time,lian.hoerschlaeger,21.0.9,,v25.9.0,Python 3.12.10,,,249
149691.26,149183.5,2991.8951185508095,145555.0,162501.0,148861.94898384492,150520.5710161551,commonmain_ioa_kind-none-native,26783.22250000201,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T11:33:22.430511,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Windows,64-bit,11,Dell Inc.,Precision 5570,False,,12th Gen Intel(R) Core(TM) i7-12800H,14,20,2400,31.68,19.94,1023.21,928.42,24.32,W. Europe Daylight Time,lian.hoerschlaeger,21.0.9,,v25.9.0,Python 3.12.10,,,249
97122.56,96060.0,4828.272062401976,90841.0,115537.0,95784.2312646387,98460.8887353613,commonmain_ioa_kind-tryfinally-jar,3438.8996999914525,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T11:33:22.430511,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Windows,64-bit,11,Dell Inc.,Precision 5570,False,,12th Gen Intel(R) Core(TM) i7-12800H,14,20,2400,31.68,19.94,1023.21,928.42,24.32,W. Europe Daylight Time,lian.hoerschlaeger,21.0.9,,v25.9.0,Python 3.12.10,,,249
116070.56,125150.5,15822.397683521616,93787.0,142233.0,111684.8151189138,120456.3048810862,commonmain_ioa_kind-tryfinally-node,4270.432399993297,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T11:33:22.430511,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Windows,64-bit,11,Dell Inc.,Precision 5570,False,,12th Gen Intel(R) Core(TM) i7-12800H,14,20,2400,31.68,19.94,1023.21,928.42,24.32,W. Europe Daylight Time,lian.hoerschlaeger,21.0.9,,v25.9.0,Python 3.12.10,,,249
149509.3,148072.5,4687.477221713363,143982.0,167230.0,148209.99760338865,150808.60239661133,commonmain_ioa_kind-tryfinally-native,22218.993400005274,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T11:33:22.430511,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Windows,64-bit,11,Dell Inc.,Precision 5570,False,,12th Gen Intel(R) Core(TM) i7-12800H,14,20,2400,31.68,19.94,1023.21,928.42,24.32,W. Europe Daylight Time,lian.hoerschlaeger,21.0.9,,v25.9.0,Python 3.12.10,,,249
184903.34,184558.0,4232.619489061552,177184.0,198007.0,183730.11773438408,186076.5622656159,commonmain_ioa_kind-timeclock-jar,3510.8406000072137,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T11:33:22.430511,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Windows,64-bit,11,Dell Inc.,Precision 5570,False,,12th Gen Intel(R) Core(TM) i7-12800H,14,20,2400,31.68,19.94,1023.21,928.42,24.32,W. Europe Daylight Time,lian.hoerschlaeger,21.0.9,,v25.9.0,Python 3.12.10,,,249
