"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JVM","TestKIR","InstrumentPropertyAccessors","Common","JS","FlushEarly","Dedicated","Reference","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"76898","86364","9022.706245910924","68396","86364","54498.17391644896","99297.82608355104","CommonMain-plain-jar","2640.7288","3","False","20","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","True","True","2026-04-09 12:37:45","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.28","High performance","0.09","139","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"268526","370239","88358.02755267911","210742","370239","49167.81673180428","487884.1832681957","CommonMain-plain-node","7886.9391","3","False","20","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","True","True","2026-04-09 12:37:45","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.28","High performance","0.09","139","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"16739.666666666668","18914","2014.0268948882817","14938","18914","11739.631096015417","21739.70223731792","CommonMain-plain-exe","4328.1598","3","False","20","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","True","True","2026-04-09 12:37:45","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.28","High performance","0.09","139","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"141234","145032","3701.1365821866125","137638","145032","132045.53553125804","150422.46446874196","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","2937.1754","3","False","20","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","True","True","2026-04-09 12:37:45","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.28","High performance","0.09","139","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"5665284","5937775","237776.406043577","5499899","5937775","5074978.830244336","6255589.169755664","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","5120.0927","3","False","20","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","True","True","2026-04-09 12:37:45","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.28","High performance","0.09","139","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"102705.33333333333","121632","16421.511329147914","92241","121632","61937.18819188196","143473.4784747847","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","21270.3828","3","False","20","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","False","True","True","2026-04-09 12:37:45","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.28","High performance","0.09","139","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
