"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","Methods","InstrumentPropertyAccessors","Native","Dedicated","JVM","Reference","FlushEarly","CILabel","Enabled","Common","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"64826","69217","3985.911564498139","61436","69217","54930.551406665116","74721.44859333488","commonmain-plain-jar","1856.4881","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","True","System.Boolean[]","ci-linux-small","System.Boolean[]","True","True","2026-06-03 02:41:55","548d5d786f1a25eba47e85c24d09c0b390960a00","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","86","0.2","153","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6201.6279","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","True","System.Boolean[]","ci-linux-small","System.Boolean[]","True","True","2026-06-03 02:41:55","548d5d786f1a25eba47e85c24d09c0b390960a00","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","86","0.2","153","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11421.333333333334","11428","7.637626158259733","11413","11428","11402.372115604037","11440.29455106263","commonmain-plain-linux-exe","16146.8402","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","True","System.Boolean[]","ci-linux-small","System.Boolean[]","True","True","2026-06-03 02:41:55","548d5d786f1a25eba47e85c24d09c0b390960a00","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","86","0.2","153","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"111610","124281","14546.117454496234","95726","124281","75497.71923952556","147722.28076047444","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2393.9621","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","True","System.Boolean[]","ci-linux-small","System.Boolean[]","True","True","2026-06-03 02:41:55","548d5d786f1a25eba47e85c24d09c0b390960a00","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","86","0.2","153","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4767.074","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","True","System.Boolean[]","ci-linux-small","System.Boolean[]","True","True","2026-06-03 02:41:55","548d5d786f1a25eba47e85c24d09c0b390960a00","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","86","0.2","153","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"47368.666666666664","49424","1818.0198935471892","45971","49424","42855.239284460935","51882.09404887239","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","19608.0524","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","True","System.Boolean[]","ci-linux-small","System.Boolean[]","True","True","2026-06-03 02:41:55","548d5d786f1a25eba47e85c24d09c0b390960a00","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","86","0.2","153","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
