"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","TestKIR","Native","JS","Common","InstrumentPropertyAccessors","Enabled","CILabel","Reference","Dedicated","Methods","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"100054","122550","20180.99940538129","83541","122550","49952.52661138596","150155.47338861405","commonmain-plain-jar","1989.2667","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","False","System.String[]","True","2026-08-15 00:36:03","e9441f15bf5395b31e143e98e118b77751d6457a","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.57","145","83","0.04","159","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6134.324","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","False","System.String[]","True","2026-08-15 00:36:03","e9441f15bf5395b31e143e98e118b77751d6457a","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.57","145","83","0.04","159","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"9841","11607","1692.540102922232","8233","11607","5639.089518643534","14042.910481356466","commonmain-plain-linux-exe","15777.3974","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","False","System.String[]","True","2026-08-15 00:36:03","e9441f15bf5395b31e143e98e118b77751d6457a","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.57","145","83","0.04","159","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"110442","117185","6888.330639567181","103417","117185","93340.98793920859","127543.01206079141","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2413.5513","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","False","System.String[]","True","2026-08-15 00:36:03","e9441f15bf5395b31e143e98e118b77751d6457a","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.57","145","83","0.04","159","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3864.3391","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","False","System.String[]","True","2026-08-15 00:36:03","e9441f15bf5395b31e143e98e118b77751d6457a","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.57","145","83","0.04","159","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"47171","50035","2480.516276906886","45706","50035","41012.855017133814","53329.144982866186","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20146.3586","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","False","System.String[]","True","2026-08-15 00:36:03","e9441f15bf5395b31e143e98e118b77751d6457a","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.57","145","83","0.04","159","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
