"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","CILabel","Common","Dedicated","FlushEarly","TestKIR","Native","JVM","InstrumentPropertyAccessors","Enabled","Reference","Methods","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"50297.666666666664","55161","4556.657693236714","46127","55161","38985.28021974732","61610.05311358601","commonmain-plain-jar","2175.3745","3","False","20","ci-linux-small","True","False","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","True","2026-08-06 01:24:44","afebaaae926532b093f44be10fb039444124e331","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.91","145","83","0.02","159","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6268.5516","3","False","20","ci-linux-small","True","False","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","True","2026-08-06 01:24:44","afebaaae926532b093f44be10fb039444124e331","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.91","145","83","0.02","159","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"9287","10620","1156.502053608207","8551","10620","6415.860880533071","12158.139119466929","commonmain-plain-linux-exe","17351.325","3","False","20","ci-linux-small","True","False","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","True","2026-08-06 01:24:44","afebaaae926532b093f44be10fb039444124e331","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.91","145","83","0.02","159","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"100647","114699","12453.303336866087","90977","114699","69730.35245448929","131563.64754551073","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2333.6342","3","False","20","ci-linux-small","True","False","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","True","2026-08-06 01:24:44","afebaaae926532b093f44be10fb039444124e331","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.91","145","83","0.02","159","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4425.7784","3","False","20","ci-linux-small","True","False","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","True","2026-08-06 01:24:44","afebaaae926532b093f44be10fb039444124e331","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.91","145","83","0.02","159","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"47410.666666666664","53660","5425.90032467731","43899","53660","33940.29311055802","60881.04022277531","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","19133.555","3","False","20","ci-linux-small","True","False","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","True","2026-08-06 01:24:44","afebaaae926532b093f44be10fb039444124e331","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.91","145","83","0.02","159","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
