"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JVM","JS","Dedicated","CILabel","FlushEarly","Reference","TestKIR","Enabled","Common","Native","InstrumentPropertyAccessors","Methods","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"96148.66666666667","123423","23986.49087159965","78336","123423","36599.65673164667","155697.6766016867","commonmain-plain-jar","2706.9478","3","False","20","True","True","False","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","System.String[]","2026-04-27 02:39:52","ba8a986dc21d47076fd31e878046dd6e65124ded","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.41","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.19","High performance","0.14","140","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7956.1949","3","False","20","True","True","False","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","System.String[]","2026-04-27 02:39:52","ba8a986dc21d47076fd31e878046dd6e65124ded","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.41","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.19","High performance","0.14","140","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12692.333333333334","13771","946.4382353504814","12001","13771","10342.699942544228","15041.96672412244","commonmain-plain-win-exe","97133.5524","3","False","20","True","True","False","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","System.String[]","2026-04-27 02:39:52","ba8a986dc21d47076fd31e878046dd6e65124ded","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.41","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.19","High performance","0.14","140","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"147992.33333333334","171650","20872.184943923177","132178","171650","96174.91847074963","199809.74819591705","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","5762.3575","3","False","20","True","True","False","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","System.String[]","2026-04-27 02:39:52","ba8a986dc21d47076fd31e878046dd6e65124ded","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.41","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.19","High performance","0.14","140","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","9836.7504","3","False","20","True","True","False","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","System.String[]","2026-04-27 02:39:52","ba8a986dc21d47076fd31e878046dd6e65124ded","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.41","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.19","High performance","0.14","140","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"89298.33333333333","100330","11080.31625601604","78170","100330","61790.27196893003","116806.39469773663","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","66357.9699","3","False","20","True","True","False","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","System.String[]","2026-04-27 02:39:52","ba8a986dc21d47076fd31e878046dd6e65124ded","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.41","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.19","High performance","0.14","140","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
