"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","IOA","JVM","Reference","JS","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"39799","42742","2551.8501131532003","38201","42742","33463.76119602952","46134.23880397048","commonmain_plain_jar","1771.828","3","False","5","True","True","True","True","True","2026-04-10 02:36:43","5379427297b31ef614a8b1223f7770721a80e9bf","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","10.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","26.4","High performance","0.3","140","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","Gradle 9.0.0","Kotlin:        2.2.0"
"40175.333333333336","43953","3318.3812820912144","37731","43953","31937.09952942987","48413.5671372368","commonmain_ioa_jar","3039.863","3","False","5","True","True","True","True","True","2026-04-10 02:36:43","5379427297b31ef614a8b1223f7770721a80e9bf","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","10.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","26.4","High performance","0.3","140","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","Gradle 9.0.0","Kotlin:        2.2.0"
"4690","5277","1000.3044536539863","3535","5277","2206.638003968545","7173.361996031455","commonmain_plain_exe","2413.3093","3","False","5","True","True","True","True","True","2026-04-10 02:36:43","5379427297b31ef614a8b1223f7770721a80e9bf","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","10.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","26.4","High performance","0.3","140","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","Gradle 9.0.0","Kotlin:        2.2.0"
"3577.6666666666665","3960","336.9574651693198","3324","3960","2741.1339888165353","4414.199344516797","commonmain_ioa_exe","6040.1937","3","False","5","True","True","True","True","True","2026-04-10 02:36:43","5379427297b31ef614a8b1223f7770721a80e9bf","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","10.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","26.4","High performance","0.3","140","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","Gradle 9.0.0","Kotlin:        2.2.0"
"215067.66666666666","244679","28763.72855408932","187234","244679","143658.65704518324","286476.6762881501","commonmain_plain_node","1615.7687","3","False","5","True","True","True","True","True","2026-04-10 02:36:43","5379427297b31ef614a8b1223f7770721a80e9bf","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","10.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","26.4","High performance","0.3","140","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","Gradle 9.0.0","Kotlin:        2.2.0"
"203822","245465","36079.78044556258","181930","245465","114250.11490404294","293393.8850959571","commonmain_ioa_node","4138.7237","3","False","5","True","True","True","True","True","2026-04-10 02:36:43","5379427297b31ef614a8b1223f7770721a80e9bf","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","10.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","26.4","High performance","0.3","140","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","Gradle 9.0.0","Kotlin:        2.2.0"
