"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","Dedicated","CILabel","Native","Reference","Common","TestKIR","JVM","Enabled","Methods","JS","InstrumentPropertyAccessors","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"83277.33333333333","104320","18224.267511571856","72587","104320","38033.65459289736","128521.01207376929","commonmain-plain-jar","1894.1672","3","False","20","System.Boolean[]","False","ci-linux-small","True","True","True","System.Boolean[]","True","System.Boolean[]","System.String[]","True","System.Boolean[]","2026-06-16 02:41:36","1af278847ec035553007c0e681ca3b55213df9f9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","85","0.05","163","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6309.0793","3","False","20","System.Boolean[]","False","ci-linux-small","True","True","True","System.Boolean[]","True","System.Boolean[]","System.String[]","True","System.Boolean[]","2026-06-16 02:41:36","1af278847ec035553007c0e681ca3b55213df9f9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","85","0.05","163","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11742.333333333334","11802","99.90161827184448","11627","11802","11494.316960665901","11990.349706000767","commonmain-plain-linux-exe","16055.2992","3","False","20","System.Boolean[]","False","ci-linux-small","True","True","True","System.Boolean[]","True","System.Boolean[]","System.String[]","True","System.Boolean[]","2026-06-16 02:41:36","1af278847ec035553007c0e681ca3b55213df9f9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","85","0.05","163","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"125504.33333333333","149079","20923.89166320007","109136","149079","73558.55105108788","177450.11561557878","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2540.4655","3","False","20","System.Boolean[]","False","ci-linux-small","True","True","True","System.Boolean[]","True","System.Boolean[]","System.String[]","True","System.Boolean[]","2026-06-16 02:41:36","1af278847ec035553007c0e681ca3b55213df9f9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","85","0.05","163","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4535.5825","3","False","20","System.Boolean[]","False","ci-linux-small","True","True","True","System.Boolean[]","True","System.Boolean[]","System.String[]","True","System.Boolean[]","2026-06-16 02:41:36","1af278847ec035553007c0e681ca3b55213df9f9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","85","0.05","163","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"48065.333333333336","49748","2065.628556477019","45760","49748","42937.19115988386","53193.47550678281","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","19728.0291","3","False","20","System.Boolean[]","False","ci-linux-small","True","True","True","System.Boolean[]","True","System.Boolean[]","System.String[]","True","System.Boolean[]","2026-06-16 02:41:36","1af278847ec035553007c0e681ca3b55213df9f9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","85","0.05","163","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
