"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Common","Native","CILabel","JS","TestKIR","Reference","FlushEarly","JVM","Methods","InstrumentPropertyAccessors","Dedicated","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"81888.33333333333","112702","27781.752938454647","58754","112702","12917.182421754522","150859.48424491214","commonmain-plain-jar","2760.5029","3","False","20","True","True","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","System.Boolean[]","False","System.Boolean[]","2026-07-02 03:26:19","f08e4041d5c9d28d6f91b64f5682aace5cd025b9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.09","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7970.1414","3","False","20","True","True","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","System.Boolean[]","False","System.Boolean[]","2026-07-02 03:26:19","f08e4041d5c9d28d6f91b64f5682aace5cd025b9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.09","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11933.333333333334","12678","654.7253877262843","11448","12678","10307.908054282409","13558.75861238426","commonmain-plain-win-exe","104823.9131","3","False","20","True","True","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","System.Boolean[]","False","System.Boolean[]","2026-07-02 03:26:19","f08e4041d5c9d28d6f91b64f5682aace5cd025b9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.09","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"117082.66666666667","126062","10848.988217033575","105028","126062","90148.9017162472","144016.43161708614","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3589.066","3","False","20","True","True","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","System.Boolean[]","False","System.Boolean[]","2026-07-02 03:26:19","f08e4041d5c9d28d6f91b64f5682aace5cd025b9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.09","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5530.788","3","False","20","True","True","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","System.Boolean[]","False","System.Boolean[]","2026-07-02 03:26:19","f08e4041d5c9d28d6f91b64f5682aace5cd025b9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.09","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"79634.33333333333","87327","6670.6134900272355","75450","87327","63073.82720858648","96194.83945808018","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","47970.0829","3","False","20","True","True","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","System.Boolean[]","False","System.Boolean[]","2026-07-02 03:26:19","f08e4041d5c9d28d6f91b64f5682aace5cd025b9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.09","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
