"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Common","Reference","Dedicated","CILabel","InstrumentPropertyAccessors","Native","JVM","JS","TestKIR","FlushEarly","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"114333","176621","54130.86221371317","78683","176621","-20052.611843381514","248718.6118433815","commonmain-plain-jar","4059.3776","3","False","20","True","True","False","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","2026-04-10 20:16:34","94c7346734715bfb0d3416cc02568743a7897fbc","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.28","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","9252.0389","3","False","20","True","True","False","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","2026-04-10 20:16:34","94c7346734715bfb0d3416cc02568743a7897fbc","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.28","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"13201.333333333334","13879","588.4134034276696","12820","13879","11740.534594819213","14662.132071847454","commonmain-plain-exe","5723.3204","3","False","20","True","True","False","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","2026-04-10 20:16:34","94c7346734715bfb0d3416cc02568743a7897fbc","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.28","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"140263.33333333334","155708","14815.72409075349","126169","155708","103481.7254775796","177044.94118908708","commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","3079.3639","3","False","20","True","True","False","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","2026-04-10 20:16:34","94c7346734715bfb0d3416cc02568743a7897fbc","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.28","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","4947.4499","3","False","20","True","True","False","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","2026-04-10 20:16:34","94c7346734715bfb0d3416cc02568743a7897fbc","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.28","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"97036.66666666667","121607","21452.500141786117","82025","121607","43778.557720568664","150294.77561276467","commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","4877.2294","3","False","20","True","True","False","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","2026-04-10 20:16:34","94c7346734715bfb0d3416cc02568743a7897fbc","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.28","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
