"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Enabled","InstrumentPropertyAccessors","JVM","Reference","Native","FlushEarly","CILabel","TestKIR","JS","Methods","Dedicated","Common","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"80682","116871","31347.850659973483","61913","116871","2857.6329266769317","158506.36707332305","commonmain-plain-jar","2700.8581","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","ci-windows-small","System.Boolean[]","True","System.String[]","False","True","2026-06-21 04:03:22","23d02fb4c96f50a948388a9970c0487d3acf7f5c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.59","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.86","High performance","0.1","137","True","False","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7959.8383","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","ci-windows-small","System.Boolean[]","True","System.String[]","False","True","2026-06-21 04:03:22","23d02fb4c96f50a948388a9970c0487d3acf7f5c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.59","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.86","High performance","0.1","137","True","False","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"14439.666666666666","15985","1344.5007747611503","13538","15985","11101.80076446042","17777.53256887291","commonmain-plain-win-exe","109595.9753","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","ci-windows-small","System.Boolean[]","True","System.String[]","False","True","2026-06-21 04:03:22","23d02fb4c96f50a948388a9970c0487d3acf7f5c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.59","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.86","High performance","0.1","137","True","False","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"129661.66666666667","142510","11910.478761717908","118989","142510","100092.63875386951","159230.69457946383","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3766.2579","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","ci-windows-small","System.Boolean[]","True","System.String[]","False","True","2026-06-21 04:03:22","23d02fb4c96f50a948388a9970c0487d3acf7f5c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.59","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.86","High performance","0.1","137","True","False","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","6740.5265","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","ci-windows-small","System.Boolean[]","True","System.String[]","False","True","2026-06-21 04:03:22","23d02fb4c96f50a948388a9970c0487d3acf7f5c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.59","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.86","High performance","0.1","137","True","False","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"92796.33333333333","111179","17703.8654065527","75860","111179","48844.60806320188","136748.05860346477","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","47540.3683","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","ci-windows-small","System.Boolean[]","True","System.String[]","False","True","2026-06-21 04:03:22","23d02fb4c96f50a948388a9970c0487d3acf7f5c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.59","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.86","High performance","0.1","137","True","False","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
