"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","TestKIR","InstrumentPropertyAccessors","Dedicated","Reference","JS","Native","Common","JVM","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"194029.1","185055.5","27149.92270763607","173781","319683","186503.52537353805","201554.67462646196","commonmain-plain-jar","2626.9133","50","False","500","System.Boolean[]","System.Boolean[]","System.Boolean[]","False","True","True","True","True","True","ci-windows-large","2026-04-12 01:53:14","a6818ccd8d65290ae9d94b1409046efabf9c6732","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.47","High performance","0.14","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8473.3889","50","False","500","System.Boolean[]","System.Boolean[]","System.Boolean[]","False","True","True","True","True","True","ci-windows-large","2026-04-12 01:53:14","a6818ccd8d65290ae9d94b1409046efabf9c6732","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.47","High performance","0.14","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"275411.68","258971.5","40819.99547712681","234553","388335","264096.9545209268","286726.4054790732","commonmain-plain-exe","3790.5226","50","False","500","System.Boolean[]","System.Boolean[]","System.Boolean[]","False","True","True","True","True","True","ci-windows-large","2026-04-12 01:53:14","a6818ccd8d65290ae9d94b1409046efabf9c6732","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.47","High performance","0.14","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"533294.86","529491","27112.81567745393","497600","637912","525779.5709175452","540810.1490824547","commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","2904.0482","50","False","500","System.Boolean[]","System.Boolean[]","System.Boolean[]","False","True","True","True","True","True","ci-windows-large","2026-04-12 01:53:14","a6818ccd8d65290ae9d94b1409046efabf9c6732","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.47","High performance","0.14","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","4963.5552","50","False","500","System.Boolean[]","System.Boolean[]","System.Boolean[]","False","True","True","True","True","True","ci-windows-large","2026-04-12 01:53:14","a6818ccd8d65290ae9d94b1409046efabf9c6732","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.47","High performance","0.14","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"1855766.2","1856934.5","118029.72428164017","1726620","2402675","1823050.0295789184","1888482.3704210815","commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","4366.6302","50","False","500","System.Boolean[]","System.Boolean[]","System.Boolean[]","False","True","True","True","True","True","ci-windows-large","2026-04-12 01:53:14","a6818ccd8d65290ae9d94b1409046efabf9c6732","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.47","High performance","0.14","137","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
