"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","TestKIR","Dedicated","JVM","CILabel","Reference","JS","FlushEarly","InstrumentPropertyAccessors","Enabled","Common","Methods","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"70852.66666666667","77208","5512.829793611747","67361","77208","57166.481475711844","84538.8518576215","commonmain-plain-jar","1836.42","3","False","20","True","System.Boolean[]","False","True","ci-linux-small","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-06-08 02:35:31","e1e1eb294977a533e3beba16822f7557e6903594","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.3","145","86","0.11","152","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","5792.6094","3","False","20","True","System.Boolean[]","False","True","ci-linux-small","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-06-08 02:35:31","e1e1eb294977a533e3beba16822f7557e6903594","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.3","145","86","0.11","152","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11732.666666666666","11858","121.6812776614929","11615","11858","11430.579977489904","12034.753355843428","commonmain-plain-linux-exe","16321.6318","3","False","20","True","System.Boolean[]","False","True","ci-linux-small","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-06-08 02:35:31","e1e1eb294977a533e3beba16822f7557e6903594","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.3","145","86","0.11","152","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"180454.66666666666","236589","53404.07172054705","130281","236589","47873.389376843","313035.9439564903","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2113.6388","3","False","20","True","System.Boolean[]","False","True","ci-linux-small","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-06-08 02:35:31","e1e1eb294977a533e3beba16822f7557e6903594","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.3","145","86","0.11","152","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4231.6538","3","False","20","True","System.Boolean[]","False","True","ci-linux-small","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-06-08 02:35:31","e1e1eb294977a533e3beba16822f7557e6903594","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.3","145","86","0.11","152","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"46778.666666666664","49120","2469.1420237267303","44199","49120","40648.759474782666","52908.57385855066","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","19471.1845","3","False","20","True","System.Boolean[]","False","True","ci-linux-small","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","2026-06-08 02:35:31","e1e1eb294977a533e3beba16822f7557e6903594","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.3","145","86","0.11","152","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
