"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","IOA","JS","Native","Reference","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"35877.46","35724","2671.044297877609","30475","45931","35137.08429393546","36617.835706064536","commonmain_plain_jar","1002.0275","50","False","10","True","True","True","True","True","2026-04-10 02:58:08","4a28ac364776d03f0b08ee8ac1489000b968ed1f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","11.61","145","84","0.17","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"35403.78","35606","2201.32736663633","31143","41399","34793.60318464445","36013.956815355545","commonmain_ioa_jar","1673.6444","50","False","10","True","True","True","True","True","2026-04-10 02:58:08","4a28ac364776d03f0b08ee8ac1489000b968ed1f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","11.61","145","84","0.17","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"4085.14","4032.5","302.13417819348587","3749","5584","4001.3926785182953","4168.887321481705","commonmain_plain_exe","1144.227","50","False","10","True","True","True","True","True","2026-04-10 02:58:08","4a28ac364776d03f0b08ee8ac1489000b968ed1f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","11.61","145","84","0.17","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"4109.36","4049","186.3227132407312","3903","4999","4057.7139788235336","4161.006021176466","commonmain_ioa_exe","2555.2043","50","False","10","True","True","True","True","True","2026-04-10 02:58:08","4a28ac364776d03f0b08ee8ac1489000b968ed1f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","11.61","145","84","0.17","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"175114.4","178592.5","9644.948124615843","148179","187690","172440.9567765415","177787.84322345848","commonmain_plain_node","915.8504","50","False","10","True","True","True","True","True","2026-04-10 02:58:08","4a28ac364776d03f0b08ee8ac1489000b968ed1f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","11.61","145","84","0.17","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"176583.8","178310.5","10454.48495691135","148273","193799","173685.96461491683","179481.63538508315","commonmain_ioa_node","3107.1246","50","False","10","True","True","True","True","True","2026-04-10 02:58:08","4a28ac364776d03f0b08ee8ac1489000b968ed1f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","11.61","145","84","0.17","154","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
