"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","FlushEarly","Methods","Enabled","JVM","Dedicated","JS","CILabel","Reference","InstrumentPropertyAccessors","Common","TestKIR","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"93898.66666666667","112602","17125.911722688907","78985","112602","51381.77277085418","136415.56056247916","commonmain-plain-jar","1857.3235","3","False","20","True","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","ci-linux-small","True","System.Boolean[]","True","System.Boolean[]","2026-05-28 01:56:30","5c0e478cb7124ca3d3e8ca683db687a420afd971","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.97","145","86","0.08","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","5811.043","3","False","20","True","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","ci-linux-small","True","System.Boolean[]","True","System.Boolean[]","2026-05-28 01:56:30","5c0e478cb7124ca3d3e8ca683db687a420afd971","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.97","145","86","0.08","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"12086.333333333334","12545","439.460275034426","11669","12545","10995.326548549461","13177.340118117207","commonmain-plain-linux-exe","15554.9155","3","False","20","True","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","ci-linux-small","True","System.Boolean[]","True","System.Boolean[]","2026-05-28 01:56:30","5c0e478cb7124ca3d3e8ca683db687a420afd971","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.97","145","86","0.08","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"137876.33333333334","216480","68211.58596846531","94225","216480","-31466.17000586909","307218.83667253575","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2371.842","3","False","20","True","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","ci-linux-small","True","System.Boolean[]","True","System.Boolean[]","2026-05-28 01:56:30","5c0e478cb7124ca3d3e8ca683db687a420afd971","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.97","145","86","0.08","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4156.5511","3","False","20","True","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","ci-linux-small","True","System.Boolean[]","True","System.Boolean[]","2026-05-28 01:56:30","5c0e478cb7124ca3d3e8ca683db687a420afd971","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.97","145","86","0.08","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"49852","54000","3601.5263430939945","47520","54000","40910.828524180964","58793.171475819036","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","19884.9822","3","False","20","True","System.Boolean[]","System.String[]","System.Boolean[]","True","False","True","ci-linux-small","True","System.Boolean[]","True","System.Boolean[]","2026-05-28 01:56:30","5c0e478cb7124ca3d3e8ca683db687a420afd971","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.97","145","86","0.08","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
