"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","FlushEarly","Enabled","Native","Dedicated","Methods","TestKIR","InstrumentPropertyAccessors","JS","JVM","Common","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"75831.33333333333","123199","41021.689681598116","52063","123199","-26009.366061887733","177672.0327285544","commonmain-plain-jar","1987.7444","3","False","20","True","System.Boolean[]","System.Boolean[]","True","False","System.String[]","System.Boolean[]","System.Boolean[]","True","True","True","ci-linux-small","2026-08-03 01:47:04","fecbf28439c49d8f269f24b0a7f6358bfbf1b0ce","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.44","145","83","0.02","161","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6377.1177","3","False","20","True","System.Boolean[]","System.Boolean[]","True","False","System.String[]","System.Boolean[]","System.Boolean[]","True","True","True","ci-linux-small","2026-08-03 01:47:04","fecbf28439c49d8f269f24b0a7f6358bfbf1b0ce","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.44","145","83","0.02","161","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8662.666666666666","9698","904.3563088370277","8027","9698","6417.50612575997","10907.827207573362","commonmain-plain-linux-exe","16904.9266","3","False","20","True","System.Boolean[]","System.Boolean[]","True","False","System.String[]","System.Boolean[]","System.Boolean[]","True","True","True","ci-linux-small","2026-08-03 01:47:04","fecbf28439c49d8f269f24b0a7f6358bfbf1b0ce","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.44","145","83","0.02","161","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"106821.66666666667","118558","11176.108282104882","96306","118558","79075.79142845434","134567.541904879","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2602.2814","3","False","20","True","System.Boolean[]","System.Boolean[]","True","False","System.String[]","System.Boolean[]","System.Boolean[]","True","True","True","ci-linux-small","2026-08-03 01:47:04","fecbf28439c49d8f269f24b0a7f6358bfbf1b0ce","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.44","145","83","0.02","161","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4179.1023","3","False","20","True","System.Boolean[]","System.Boolean[]","True","False","System.String[]","System.Boolean[]","System.Boolean[]","True","True","True","ci-linux-small","2026-08-03 01:47:04","fecbf28439c49d8f269f24b0a7f6358bfbf1b0ce","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.44","145","83","0.02","161","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"46307","46935","591.673051608741","45760","46935","44838.10883884022","47775.89116115978","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20569.01","3","False","20","True","System.Boolean[]","System.Boolean[]","True","False","System.String[]","System.Boolean[]","System.Boolean[]","True","True","True","ci-linux-small","2026-08-03 01:47:04","fecbf28439c49d8f269f24b0a7f6358bfbf1b0ce","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.44","145","83","0.02","161","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
