"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","CILabel","JS","Enabled","Common","InstrumentPropertyAccessors","Reference","Methods","TestKIR","Dedicated","JVM","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"128485.33333333333","163348","57051.6310838992","62646","163348","-13151.397291851303","270122.063958518","commonmain-plain-jar","2697.3368","3","False","20","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","System.Boolean[]","False","True","True","2026-04-16 02:33:59","502101917bdf95d64b2632f7ccd87e21e0a13042","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.09","High performance","0.09","144","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7765.9652","3","False","20","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","System.Boolean[]","False","True","True","2026-04-16 02:33:59","502101917bdf95d64b2632f7ccd87e21e0a13042","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.09","High performance","0.09","144","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11784","11818","46.50806381693394","11731","11818","11668.53879439396","11899.46120560604","commonmain-plain-win-exe","93562.0572","3","False","20","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","System.Boolean[]","False","True","True","2026-04-16 02:33:59","502101917bdf95d64b2632f7ccd87e21e0a13042","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.09","High performance","0.09","144","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"150222","176855","23130.581985760757","135163","176855","92797.87473523576","207646.12526476424","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3064.3594","3","False","20","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","System.Boolean[]","False","True","True","2026-04-16 02:33:59","502101917bdf95d64b2632f7ccd87e21e0a13042","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.09","High performance","0.09","144","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5099.2358","3","False","20","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","System.Boolean[]","False","True","True","2026-04-16 02:33:59","502101917bdf95d64b2632f7ccd87e21e0a13042","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.09","High performance","0.09","144","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"87884.33333333333","102400","12825.075997175742","78086","102400","56044.720692141986","119723.94597452467","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","46244.1178","3","False","20","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","System.Boolean[]","False","True","True","2026-04-16 02:33:59","502101917bdf95d64b2632f7ccd87e21e0a13042","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.47","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.09","High performance","0.09","144","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
