"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JVM","Methods","Common","FlushEarly","JS","Enabled","Reference","Native","TestKIR","InstrumentPropertyAccessors","CILabel","Dedicated","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"89158.66666666667","138570","42982.32209098682","60407","138570","-17549.51082072701","195866.84415406035","commonmain-plain-jar","2512.4104","3","False","20","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","ci-windows-small","False","2026-04-24 02:32:40","7547ca268906527e1388eba6f38619e63e1a178f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.25","High performance","0.08","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7473.4733","3","False","20","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","ci-windows-small","False","2026-04-24 02:32:40","7547ca268906527e1388eba6f38619e63e1a178f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.25","High performance","0.08","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12729","12865","119.14696806885183","12643","12865","12433.20500342298","13024.79499657702","commonmain-plain-win-exe","84155.742","3","False","20","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","ci-windows-small","False","2026-04-24 02:32:40","7547ca268906527e1388eba6f38619e63e1a178f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.25","High performance","0.08","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"112899","128211","13366.578021318695","103563","128211","79715.05109936433","146082.94890063567","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3143.4114","3","False","20","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","ci-windows-small","False","2026-04-24 02:32:40","7547ca268906527e1388eba6f38619e63e1a178f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.25","High performance","0.08","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5105.316","3","False","20","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","ci-windows-small","False","2026-04-24 02:32:40","7547ca268906527e1388eba6f38619e63e1a178f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.25","High performance","0.08","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"85417.33333333333","89955","5211.172644744494","79726","89955","72480.04403761489","98354.62262905177","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","39957.7791","3","False","20","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","ci-windows-small","False","2026-04-24 02:32:40","7547ca268906527e1388eba6f38619e63e1a178f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.25","High performance","0.08","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
