"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","JS","Common","FlushEarly","Methods","Enabled","InstrumentPropertyAccessors","TestKIR","CILabel","Reference","JVM","Dedicated","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"65052.333333333336","73579","7691.218000637697","58638","73579","45958.068166156976","84146.59850050969","commonmain-plain-jar","3293.9121","3","False","20","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","False","2026-08-23 01:13:17","d9b997125740297ca9667cf24a5d2a0d15b922cb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.89","High performance","0.33","136","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","9014.7961","3","False","20","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","False","2026-08-23 01:13:17","d9b997125740297ca9667cf24a5d2a0d15b922cb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.89","High performance","0.33","136","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11384.666666666666","11406","29.501412395567325","11351","11406","11311.42627859803","11457.907054735302","commonmain-plain-win-exe","121184.1975","3","False","20","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","False","2026-08-23 01:13:17","d9b997125740297ca9667cf24a5d2a0d15b922cb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.89","High performance","0.33","136","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"138812","179344","35172.75968700778","116312","179344","51491.89022422537","226132.10977577465","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3971.3608","3","False","20","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","False","2026-08-23 01:13:17","d9b997125740297ca9667cf24a5d2a0d15b922cb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.89","High performance","0.33","136","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","6279.0258","3","False","20","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","False","2026-08-23 01:13:17","d9b997125740297ca9667cf24a5d2a0d15b922cb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.89","High performance","0.33","136","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"78078","83844","5094.225260037094","74187","83844","65431.04500166147","90724.95499833854","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","70708.5317","3","False","20","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","False","2026-08-23 01:13:17","d9b997125740297ca9667cf24a5d2a0d15b922cb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.89","High performance","0.33","136","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
