"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JS","TestKIR","Enabled","Reference","CILabel","Common","FlushEarly","InstrumentPropertyAccessors","Methods","Dedicated","JVM","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"64101.666666666664","66464","2192.1725145009304","62133","66464","58659.365683830656","69543.96764950267","commonmain-plain-jar","2122.3153","3","False","20","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.String[]","False","True","True","2026-06-25 02:08:59","3f636a8b839c6c1b8f5fce1a399a4b80c401e137","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.83","145","85","0.02","163","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6612.9625","3","False","20","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.String[]","False","True","True","2026-06-25 02:08:59","3f636a8b839c6c1b8f5fce1a399a4b80c401e137","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.83","145","85","0.02","163","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8748.666666666666","9739","861.5174596799146","8172","9739","6609.858116458292","10887.47521687504","commonmain-plain-linux-exe","17198.981","3","False","20","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.String[]","False","True","True","2026-06-25 02:08:59","3f636a8b839c6c1b8f5fce1a399a4b80c401e137","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.83","145","85","0.02","163","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"101760.33333333333","109414","6628.304634922367","97912","109414","85304.86343278726","118215.8032338794","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2422.2331","3","False","20","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.String[]","False","True","True","2026-06-25 02:08:59","3f636a8b839c6c1b8f5fce1a399a4b80c401e137","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.83","145","85","0.02","163","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4185.0094","3","False","20","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.String[]","False","True","True","2026-06-25 02:08:59","3f636a8b839c6c1b8f5fce1a399a4b80c401e137","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.83","145","85","0.02","163","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"49671.666666666664","53973","3728.4985360508504","47361","53973","40415.2732427797","58928.06009055363","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","21403.1628","3","False","20","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","True","System.Boolean[]","System.Boolean[]","System.String[]","False","True","True","2026-06-25 02:08:59","3f636a8b839c6c1b8f5fce1a399a4b80c401e137","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.83","145","85","0.02","163","7.6.2","21.0.11","""21.0.11""","v22.23.0","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
