"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","FlushEarly","Enabled","Native","Methods","Reference","Dedicated","Common","TestKIR","JVM","CILabel","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"107229.33333333333","122355","24498.629560310783","78964","122355","46408.88473621721","168049.78193044945","commonmain-plain-jar","1894.1085","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","False","True","System.Boolean[]","True","ci-linux-small","True","2026-04-20 01:28:07","50d2b9be276bf062816f08eed2a876213ed504d6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","87","0.07","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6285.3257","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","False","True","System.Boolean[]","True","ci-linux-small","True","2026-04-20 01:28:07","50d2b9be276bf062816f08eed2a876213ed504d6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","87","0.07","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11554.333333333334","11605","80.08953323208553","11462","11605","11355.502564978824","11753.164101687844","commonmain-plain-linux-exe","16238.7909","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","False","True","System.Boolean[]","True","ci-linux-small","True","2026-04-20 01:28:07","50d2b9be276bf062816f08eed2a876213ed504d6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","87","0.07","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"149073.66666666666","198336","42895.49864884815","119977","198336","42581.037591343105","255566.2957419902","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2191.6003","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","False","True","System.Boolean[]","True","ci-linux-small","True","2026-04-20 01:28:07","50d2b9be276bf062816f08eed2a876213ed504d6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","87","0.07","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4289.6163","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","False","True","System.Boolean[]","True","ci-linux-small","True","2026-04-20 01:28:07","50d2b9be276bf062816f08eed2a876213ed504d6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","87","0.07","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"52439.333333333336","63103","9375.760360276565","45489","63103","29163.012931522015","75715.65373514466","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","19370.0968","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","False","True","System.Boolean[]","True","ci-linux-small","True","2026-04-20 01:28:07","50d2b9be276bf062816f08eed2a876213ed504d6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.91","145","87","0.07","158","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
