"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JS","Native","TestKIR","Methods","Common","Reference","FlushEarly","Enabled","InstrumentPropertyAccessors","CILabel","JVM","Dedicated","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"114542.33333333333","192654","67658.30040973047","74233","192654","-53426.57987088962","282511.2465375563","commonmain-plain-jar","2918.0331","3","False","20","True","True","System.Boolean[]","System.String[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","False","2026-07-21 02:32:32","ff4237659c3538ac43c31160c086250baffc0602","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.32","High performance","0.23","138","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8097.4301","3","False","20","True","True","System.Boolean[]","System.String[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","False","2026-07-21 02:32:32","ff4237659c3538ac43c31160c086250baffc0602","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.32","High performance","0.23","138","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11795.666666666666","11944","129.0671659769956","11709","11944","11475.243725679116","12116.089607654216","commonmain-plain-win-exe","106819.7024","3","False","20","True","True","System.Boolean[]","System.String[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","False","2026-07-21 02:32:32","ff4237659c3538ac43c31160c086250baffc0602","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.32","High performance","0.23","138","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"124794.33333333333","139269","12712.267710103233","115444","139269","93234.77924024696","156353.8874264197","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3967.5277","3","False","20","True","True","System.Boolean[]","System.String[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","False","2026-07-21 02:32:32","ff4237659c3538ac43c31160c086250baffc0602","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.32","High performance","0.23","138","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5148.6615","3","False","20","True","True","System.Boolean[]","System.String[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","False","2026-07-21 02:32:32","ff4237659c3538ac43c31160c086250baffc0602","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.32","High performance","0.23","138","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"85626.33333333333","95481","10323.211967858324","74891","95481","59997.86373659168","111254.80293007498","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","48009.1036","3","False","20","True","True","System.Boolean[]","System.String[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","False","2026-07-21 02:32:32","ff4237659c3538ac43c31160c086250baffc0602","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.32","High performance","0.23","138","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
