"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","InstrumentPropertyAccessors","Common","TestKIR","Reference","Dedicated","CILabel","FlushEarly","Methods","JS","Enabled","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"59768.666666666664","61545","1819.9660253239163","57908","61545","55250.4078057287","64286.92552760463","commonmain-plain-jar","2104.1305","3","False","20","True","System.Boolean[]","True","System.Boolean[]","True","False","ci-linux-small","System.Boolean[]","System.String[]","True","System.Boolean[]","True","2026-05-23 01:58:00","6df6f0ad97bf916c188014dbece4294b69c8abcd","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.98","145","86","0.05","164","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6082.3873","3","False","20","True","System.Boolean[]","True","System.Boolean[]","True","False","ci-linux-small","System.Boolean[]","System.String[]","True","System.Boolean[]","True","2026-05-23 01:58:00","6df6f0ad97bf916c188014dbece4294b69c8abcd","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.98","145","86","0.05","164","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"9021.666666666666","10527","1306.3603382426052","8185","10527","5778.488447011686","12264.844886321647","commonmain-plain-linux-exe","17105.6998","3","False","20","True","System.Boolean[]","True","System.Boolean[]","True","False","ci-linux-small","System.Boolean[]","System.String[]","True","System.Boolean[]","True","2026-05-23 01:58:00","6df6f0ad97bf916c188014dbece4294b69c8abcd","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.98","145","86","0.05","164","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"108576.66666666667","119353","10949.421095808368","97462","119353","81393.5664329839","135759.76690034944","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2286.6345","3","False","20","True","System.Boolean[]","True","System.Boolean[]","True","False","ci-linux-small","System.Boolean[]","System.String[]","True","System.Boolean[]","True","2026-05-23 01:58:00","6df6f0ad97bf916c188014dbece4294b69c8abcd","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.98","145","86","0.05","164","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3933.5841","3","False","20","True","System.Boolean[]","True","System.Boolean[]","True","False","ci-linux-small","System.Boolean[]","System.String[]","True","System.Boolean[]","True","2026-05-23 01:58:00","6df6f0ad97bf916c188014dbece4294b69c8abcd","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.98","145","86","0.05","164","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"53990.666666666664","66158","10685.839991939489","46131","66158","27461.934504453475","80519.39882887986","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","19915.0547","3","False","20","True","System.Boolean[]","True","System.Boolean[]","True","False","ci-linux-small","System.Boolean[]","System.String[]","True","System.Boolean[]","True","2026-05-23 01:58:00","6df6f0ad97bf916c188014dbece4294b69c8abcd","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.98","145","86","0.05","164","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
