"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","TestKIR","JVM","Common","JS","InstrumentPropertyAccessors","Reference","Dedicated","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"119464","130231","9477.39083292443","112385","130231","95935.3711610019","142992.62883899812","CommonMain-plain-jar","4273.7059","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","True","False","True","2026-04-10 14:01:01","0a0dcc8193f3922a1cbad6d462aa480e44fe17b1","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","13.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.57","High performance","0.09","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"CommonMain-plain-node","8613.5034","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","True","False","True","2026-04-10 14:01:01","0a0dcc8193f3922a1cbad6d462aa480e44fe17b1","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","13.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.57","High performance","0.09","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"23519.333333333332","32472","7754.293283938474","18915","32472","4268.477079447435","42770.189587219225","CommonMain-plain-exe","4564.4805","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","True","False","True","2026-04-10 14:01:01","0a0dcc8193f3922a1cbad6d462aa480e44fe17b1","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","13.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.57","High performance","0.09","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"187672.33333333334","368116","156268.8028761126","97417","368116","-200281.5589144626","575626.2255811293","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","8193.0585","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","True","False","True","2026-04-10 14:01:01","0a0dcc8193f3922a1cbad6d462aa480e44fe17b1","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","13.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.57","High performance","0.09","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","10716.4659","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","True","False","True","2026-04-10 14:01:01","0a0dcc8193f3922a1cbad6d462aa480e44fe17b1","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","13.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.57","High performance","0.09","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"76835.33333333333","81080","3772.0832882285795","73867","81080","67470.73613531615","86199.9305313505","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","6649.7278","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","System.Boolean[]","True","False","True","2026-04-10 14:01:01","0a0dcc8193f3922a1cbad6d462aa480e44fe17b1","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","13.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.57","High performance","0.09","141","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
