"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","TestKIR","CILabel","JVM","Dedicated","JS","Methods","FlushEarly","Native","Common","Enabled","Reference","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"78438.66666666667","100833","19503.000957117685","65183","100833","30020.396400497746","126856.9369328356","commonmain-plain-jar","1899.1526","3","False","20","System.Boolean[]","System.Boolean[]","ci-linux-small","True","False","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","2026-06-05 02:12:02","2353d5107712d04c216abe474ecc20372ecbc919","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.63","145","86","0.08","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6042.6495","3","False","20","System.Boolean[]","System.Boolean[]","ci-linux-small","True","False","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","2026-06-05 02:12:02","2353d5107712d04c216abe474ecc20372ecbc919","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.63","145","86","0.08","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"10979.333333333334","11334","310.7254951453668","10755","11334","10207.924305788427","11750.742360878241","commonmain-plain-linux-exe","15521.7093","3","False","20","System.Boolean[]","System.Boolean[]","ci-linux-small","True","False","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","2026-06-05 02:12:02","2353d5107712d04c216abe474ecc20372ecbc919","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.63","145","86","0.08","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"198052","254046","49267.893104942086","161347","254046","75739.22520986071","320364.7747901393","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2539.2684","3","False","20","System.Boolean[]","System.Boolean[]","ci-linux-small","True","False","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","2026-06-05 02:12:02","2353d5107712d04c216abe474ecc20372ecbc919","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.63","145","86","0.08","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4133.4875","3","False","20","System.Boolean[]","System.Boolean[]","ci-linux-small","True","False","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","2026-06-05 02:12:02","2353d5107712d04c216abe474ecc20372ecbc919","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.63","145","86","0.08","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"63315.333333333336","79891","14645.44469564968","52125","79891","26956.46215236232","99674.20451430435","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20298.3127","3","False","20","System.Boolean[]","System.Boolean[]","ci-linux-small","True","False","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","2026-06-05 02:12:02","2353d5107712d04c216abe474ecc20372ecbc919","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.63","145","86","0.08","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
