"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","Reference","FlushEarly","Enabled","CILabel","Methods","InstrumentPropertyAccessors","JS","Dedicated","TestKIR","Common","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"48443","51881","3027.0445982839433","46178","51881","40928.04044122658","55957.95955877342","commonmain-plain-jar","3526.9891","3","False","20","True","True","System.Boolean[]","System.Boolean[]","ci-windows-small","System.String[]","System.Boolean[]","True","False","System.Boolean[]","True","True","2026-05-07 02:45:02","babe22f31cc77e6f6c79c167ab7a764a340d250b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","28.06","High performance","0.18","136","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8337.1903","3","False","20","True","True","System.Boolean[]","System.Boolean[]","ci-windows-small","System.String[]","System.Boolean[]","True","False","System.Boolean[]","True","True","2026-05-07 02:45:02","babe22f31cc77e6f6c79c167ab7a764a340d250b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","28.06","High performance","0.18","136","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"10078.666666666666","10140","88.66979944340312","9977","10140","9858.53447658282","10298.798856750513","commonmain-plain-win-exe","124822.6483","3","False","20","True","True","System.Boolean[]","System.Boolean[]","ci-windows-small","System.String[]","System.Boolean[]","True","False","System.Boolean[]","True","True","2026-05-07 02:45:02","babe22f31cc77e6f6c79c167ab7a764a340d250b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","28.06","High performance","0.18","136","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"82986","89650","5792.639812727873","79156","89650","68605.15673265298","97366.84326734702","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2676.1737","3","False","20","True","True","System.Boolean[]","System.Boolean[]","ci-windows-small","System.String[]","System.Boolean[]","True","False","System.Boolean[]","True","True","2026-05-07 02:45:02","babe22f31cc77e6f6c79c167ab7a764a340d250b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","28.06","High performance","0.18","136","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4328.2687","3","False","20","True","True","System.Boolean[]","System.Boolean[]","ci-windows-small","System.String[]","System.Boolean[]","True","False","System.Boolean[]","True","True","2026-05-07 02:45:02","babe22f31cc77e6f6c79c167ab7a764a340d250b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","28.06","High performance","0.18","136","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"63661.333333333336","67229","4710.388978983937","58322","67229","51967.29264981518","75355.37401685149","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","35975.7284","3","False","20","True","True","System.Boolean[]","System.Boolean[]","ci-windows-small","System.String[]","System.Boolean[]","True","False","System.Boolean[]","True","True","2026-05-07 02:45:02","babe22f31cc77e6f6c79c167ab7a764a340d250b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.52","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","28.06","High performance","0.18","136","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
