"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Methods","TestKIR","InstrumentPropertyAccessors","FlushEarly","CILabel","Native","Enabled","Dedicated","JS","Common","JVM","Reference","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"101529.33333333333","175806","64628.59206522554","58139","175806","-58918.007279345926","261976.67394601257","commonmain-plain-jar","2764.6542","3","False","20","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","False","True","True","True","True","2026-07-08 02:33:16","66f49980b482ee1e434596157cb1e20345b74684","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.42","High performance","0.32","134","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8169.4682","3","False","20","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","False","True","True","True","True","2026-07-08 02:33:16","66f49980b482ee1e434596157cb1e20345b74684","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.42","High performance","0.32","134","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12463.333333333334","14490","1757.1062384879672","11367","14490","8101.1305662544","16825.536100412268","commonmain-plain-win-exe","99785.2059","3","False","20","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","False","True","True","True","True","2026-07-08 02:33:16","66f49980b482ee1e434596157cb1e20345b74684","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.42","High performance","0.32","134","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"118133","127341","11563.490995369868","105155","127341","89425.406052521","146840.593947479","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3888.5704","3","False","20","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","False","True","True","True","True","2026-07-08 02:33:16","66f49980b482ee1e434596157cb1e20345b74684","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.42","High performance","0.32","134","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","6024.7697","3","False","20","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","False","True","True","True","True","2026-07-08 02:33:16","66f49980b482ee1e434596157cb1e20345b74684","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.42","High performance","0.32","134","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"78218.66666666667","84396","5367.709598453826","74691","84396","64892.75776579074","91544.5755675426","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","49596.0739","3","False","20","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","False","True","True","True","True","2026-07-08 02:33:16","66f49980b482ee1e434596157cb1e20345b74684","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.33","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.42","High performance","0.32","134","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
