"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","CILabel","Native","JS","Methods","FlushEarly","Common","JVM","TestKIR","Reference","Dedicated","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"48041","48759","984.2824797790521","46919","48759","45597.41425496601","50484.58574503399","commonmain-plain-jar","2247.0563","3","False","20","System.Boolean[]","ci-windows-small","True","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","False","System.Boolean[]","2026-04-22 02:31:16","a4ceef37b8842a9aec2cd4a818c263e7a6dce78d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.66","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.84","High performance","0.25","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6393.5405","3","False","20","System.Boolean[]","ci-windows-small","True","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","False","System.Boolean[]","2026-04-22 02:31:16","a4ceef37b8842a9aec2cd4a818c263e7a6dce78d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.66","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.84","High performance","0.25","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"10774.333333333334","11361","543.846792151368","10287","11361","9424.175938393355","12124.490728273313","commonmain-plain-win-exe","115501.863","3","False","20","System.Boolean[]","ci-windows-small","True","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","False","System.Boolean[]","2026-04-22 02:31:16","a4ceef37b8842a9aec2cd4a818c263e7a6dce78d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.66","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.84","High performance","0.25","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"88455","93549","5142.672068098451","83265","93549","75687.77065765638","101222.22934234362","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2848.5271","3","False","20","System.Boolean[]","ci-windows-small","True","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","False","System.Boolean[]","2026-04-22 02:31:16","a4ceef37b8842a9aec2cd4a818c263e7a6dce78d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.66","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.84","High performance","0.25","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5124.591","3","False","20","System.Boolean[]","ci-windows-small","True","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","False","System.Boolean[]","2026-04-22 02:31:16","a4ceef37b8842a9aec2cd4a818c263e7a6dce78d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.66","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.84","High performance","0.25","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"64256.666666666664","66958","2518.9794229674317","61972","66958","58003.032840553155","70510.30049278018","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","40822.4518","3","False","20","System.Boolean[]","ci-windows-small","True","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","False","System.Boolean[]","2026-04-22 02:31:16","a4ceef37b8842a9aec2cd4a818c263e7a6dce78d","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.66","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.84","High performance","0.25","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
