"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Enabled","InstrumentPropertyAccessors","Common","JS","Reference","Dedicated","Methods","JVM","TestKIR","FlushEarly","CILabel","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"83883.33333333333","102313","21161.204841249782","60774","102313","31348.39589400212","136418.27077266455","commonmain-plain-jar","1739.656","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","False","System.String[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-05-25 02:14:14","3c6e0005ca56512680cce45a74200186b137b88f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.9","145","86","0.02","159","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","5928.7909","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","False","System.String[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-05-25 02:14:14","3c6e0005ca56512680cce45a74200186b137b88f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.9","145","86","0.02","159","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11579.333333333334","12009","731.2525783430327","10735","12009","9763.921179639916","13394.745487026752","commonmain-plain-linux-exe","16367.3322","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","False","System.String[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-05-25 02:14:14","3c6e0005ca56512680cce45a74200186b137b88f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.9","145","86","0.02","159","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"161724.33333333334","219728","60794.776011869086","98478","219728","10794.848061498196","312653.8186051685","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2497.7437","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","False","System.String[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-05-25 02:14:14","3c6e0005ca56512680cce45a74200186b137b88f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.9","145","86","0.02","159","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4014.9677","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","False","System.String[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-05-25 02:14:14","3c6e0005ca56512680cce45a74200186b137b88f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.9","145","86","0.02","159","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"51858","63682","10292.865538808908","44903","63682","26304.868634875034","77411.13136512497","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","19014.6181","3","False","20","System.Boolean[]","System.Boolean[]","True","True","True","False","System.String[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","2026-05-25 02:14:14","3c6e0005ca56512680cce45a74200186b137b88f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.9","145","86","0.02","159","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
