"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","JVM","FlushEarly","Enabled","Native","CILabel","Dedicated","Methods","Reference","Common","TestKIR","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"84189","115003","26941.264836677583","65080","115003","17304.45002521135","151073.54997478865","commonmain-plain-jar","2123.8578","3","False","20","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","False","System.String[]","True","True","System.Boolean[]","True","2026-06-18 02:35:36","6cdf442c4947f8e8e381725b3fa7ac726f98cfa6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.85","145","85","0.02","153","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6439.9853","3","False","20","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","False","System.String[]","True","True","System.Boolean[]","True","2026-06-18 02:35:36","6cdf442c4947f8e8e381725b3fa7ac726f98cfa6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.85","145","85","0.02","153","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11125","11894","699.9721423028205","10525","11894","9387.244849429779","12862.755150570221","commonmain-plain-linux-exe","16865.5776","3","False","20","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","False","System.String[]","True","True","System.Boolean[]","True","2026-06-18 02:35:36","6cdf442c4947f8e8e381725b3fa7ac726f98cfa6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.85","145","85","0.02","153","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"161347.66666666666","199067","45784.14005235146","110408","199067","47683.6786561519","275011.6546771814","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2533.1302","3","False","20","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","False","System.String[]","True","True","System.Boolean[]","True","2026-06-18 02:35:36","6cdf442c4947f8e8e381725b3fa7ac726f98cfa6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.85","145","85","0.02","153","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4771.3283","3","False","20","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","False","System.String[]","True","True","System.Boolean[]","True","2026-06-18 02:35:36","6cdf442c4947f8e8e381725b3fa7ac726f98cfa6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.85","145","85","0.02","153","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"46031.666666666664","46360","336.2622984120184","45688","46360","45196.85981408871","46866.47351924462","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20575.3493","3","False","20","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","False","System.String[]","True","True","System.Boolean[]","True","2026-06-18 02:35:36","6cdf442c4947f8e8e381725b3fa7ac726f98cfa6","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.85","145","85","0.02","153","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
