"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","InstrumentPropertyAccessors","Common","JS","FlushEarly","JVM","TestKIR","Reference","Methods","CILabel","Dedicated","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"52047.333333333336","57216","4506.87933423265","48938","57216","40858.526946988495","63236.139719678176","commonmain-plain-jar","2094.207","3","False","20","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","ci-linux-small","False","System.Boolean[]","2026-06-09 01:59:51","fd333675baf0eb98740de4a076a7f22886481669","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.82","145","86","0.03","162","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6297.5659","3","False","20","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","ci-linux-small","False","System.Boolean[]","2026-06-09 01:59:51","fd333675baf0eb98740de4a076a7f22886481669","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.82","145","86","0.03","162","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8155","8511","453.8072277961205","7644","8511","7028.375381948362","9281.62461805164","commonmain-plain-linux-exe","16749.5544","3","False","20","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","ci-linux-small","False","System.Boolean[]","2026-06-09 01:59:51","fd333675baf0eb98740de4a076a7f22886481669","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.82","145","86","0.03","162","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"104220.33333333333","113572","10416.928738036626","92993","113572","78359.20190588458","130081.46476078208","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2439.67","3","False","20","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","ci-linux-small","False","System.Boolean[]","2026-06-09 01:59:51","fd333675baf0eb98740de4a076a7f22886481669","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.82","145","86","0.03","162","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4385.9546","3","False","20","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","ci-linux-small","False","System.Boolean[]","2026-06-09 01:59:51","fd333675baf0eb98740de4a076a7f22886481669","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.82","145","86","0.03","162","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"46288.666666666664","47234","874.0007627761736","45510","47234","44118.86699132538","48458.466342007945","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","19167.2926","3","False","20","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","System.String[]","ci-linux-small","False","System.Boolean[]","2026-06-09 01:59:51","fd333675baf0eb98740de4a076a7f22886481669","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.82","145","86","0.03","162","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
