"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","Dedicated","Common","Native","JVM","InstrumentPropertyAccessors","Methods","FlushEarly","Reference","JS","Enabled","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"85184","95666","9701.606671062273","76520","95666","61098.7315406284","109269.2684593716","commonmain-plain-jar","2649.1056","3","False","20","System.Boolean[]","False","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","2026-08-05 02:17:46","67dfcdd0b03f65de5237d09778820feb02bbc9ec","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.5","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.77","High performance","0.1","140","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7791.5653","3","False","20","System.Boolean[]","False","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","2026-08-05 02:17:46","67dfcdd0b03f65de5237d09778820feb02bbc9ec","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.5","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.77","High performance","0.1","140","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"14156.666666666666","16627","2139.442996046713","12904","16627","8845.272311027922","19468.06102230541","commonmain-plain-win-exe","90757.8741","3","False","20","System.Boolean[]","False","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","2026-08-05 02:17:46","67dfcdd0b03f65de5237d09778820feb02bbc9ec","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.5","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.77","High performance","0.1","140","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"176588.33333333334","200493","24952.348914147005","150706","200493","114641.4782745995","238535.18839206718","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3723.0555","3","False","20","System.Boolean[]","False","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","2026-08-05 02:17:46","67dfcdd0b03f65de5237d09778820feb02bbc9ec","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.5","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.77","High performance","0.1","140","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5388.96","3","False","20","System.Boolean[]","False","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","2026-08-05 02:17:46","67dfcdd0b03f65de5237d09778820feb02bbc9ec","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.5","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.77","High performance","0.1","140","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"98209.66666666667","140459","36624.532684163125","75472","140459","7285.376308839608","189133.95702449372","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","45729.679","3","False","20","System.Boolean[]","False","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","2026-08-05 02:17:46","67dfcdd0b03f65de5237d09778820feb02bbc9ec","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.5","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.77","High performance","0.1","140","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
