variant,platform,step,median_ns,steady_state_start
baseline,JVM,0,7365000,6
baseline,JVM,1,24450,6
baseline,JVM,2,15901,6
baseline,JVM,3,12450,6
baseline,JVM,4,11500,6
baseline,JVM,5,19450,6
baseline,JVM,6,6900,6
baseline,JVM,7,7100,6
baseline,JVM,8,7550,6
baseline,JVM,9,7100,6
baseline,JVM,10,6500,6
baseline,JVM,11,6450,6
baseline,JVM,12,6501,6
baseline,JVM,13,6450,6
baseline,JVM,14,6251,6
baseline,JVM,15,6300,6
baseline,JVM,16,6550,6
baseline,JVM,17,7500,6
baseline,JVM,18,6400,6
baseline,JVM,19,10750,6
baseline,JVM,20,7301,6
baseline,JVM,21,6200,6
baseline,JVM,22,6300,6
baseline,JVM,23,6350,6
baseline,JVM,24,6250,6
baseline,JVM,25,7350,6
baseline,JVM,26,7001,6
baseline,JVM,27,6500,6
baseline,JVM,28,6300,6
baseline,JVM,29,7150,6
baseline,JVM,30,6900,6
baseline,JVM,31,6550,6
baseline,JVM,32,6301,6
baseline,JVM,33,6251,6
baseline,JVM,34,7150,6
baseline,JVM,35,6301,6
baseline,JVM,36,6200,6
baseline,JVM,37,6250,6
baseline,JVM,38,6450,6
baseline,JVM,39,6350,6
baseline,JVM,40,6250,6
baseline,JVM,41,6251,6
baseline,JVM,42,6150,6
baseline,JVM,43,14500,6
baseline,JVM,44,6401,6
baseline,JVM,45,6300,6
baseline,JVM,46,6150,6
baseline,JVM,47,6200,6
baseline,JVM,48,7000,6
baseline,JVM,49,6200,6
baseline,JVM,50,6251,6
baseline,JVM,51,7151,6
baseline,JVM,52,6351,6
baseline,JVM,53,6300,6
baseline,JVM,54,7050,6
baseline,JVM,55,6200,6
baseline,JVM,56,6150,6
baseline,JVM,57,22950,6
baseline,JVM,58,6600,6
baseline,JVM,59,6250,6
baseline,JVM,60,7051,6
baseline,JVM,61,6051,6
baseline,JVM,62,6001,6
baseline,JVM,63,6700,6
baseline,JVM,64,6199,6
baseline,JVM,65,5950,6
baseline,JVM,66,6400,6
baseline,JVM,67,5951,6
baseline,JVM,68,7000,6
baseline,JVM,69,5850,6
baseline,JVM,70,5900,6
baseline,JVM,71,5800,6
baseline,JVM,72,5850,6
baseline,JVM,73,5750,6
baseline,JVM,74,5800,6
baseline,JVM,75,5651,6
baseline,JVM,76,5801,6
baseline,JVM,77,6400,6
baseline,JVM,78,5700,6
baseline,JVM,79,5700,6
baseline,JVM,80,5700,6
baseline,JVM,81,5900,6
baseline,JVM,82,5850,6
baseline,JVM,83,5750,6
baseline,JVM,84,5800,6
baseline,JVM,85,10550,6
baseline,JVM,86,6599,6
baseline,JVM,87,5700,6
baseline,JVM,88,5700,6
baseline,JVM,89,5550,6
baseline,JVM,90,5650,6
baseline,JVM,91,5600,6
baseline,JVM,92,5550,6
baseline,JVM,93,5650,6
baseline,JVM,94,6451,6
baseline,JVM,95,5800,6
baseline,JVM,96,6050,6
baseline,JVM,97,5751,6
baseline,JVM,98,5851,6
baseline,JVM,99,5850,6
baseline,JVM,100,5751,6
baseline,JVM,101,5550,6
