"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","Native","CILabel","FlushEarly","Methods","InstrumentPropertyAccessors","Common","Reference","Enabled","JVM","JS","Dedicated","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"97310.66666666667","122254","22103.133993471","80157","122254","42437.29011408782","152184.04321924553","commonmain-plain-jar","2687.3935","3","False","20","System.Boolean[]","True","ci-windows-small","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","True","False","2026-08-06 02:25:45","5c1f25b1129c1b1f7e60846da1363c1fe7c03ae8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.18","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.78","High performance","0.11","137","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8041.6573","3","False","20","System.Boolean[]","True","ci-windows-small","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","True","False","2026-08-06 02:25:45","5c1f25b1129c1b1f7e60846da1363c1fe7c03ae8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.18","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.78","High performance","0.11","137","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"13334.333333333334","15792","2128.4445807521824","12092","15792","8050.243711227701","18618.422955438968","commonmain-plain-win-exe","110844.762","3","False","20","System.Boolean[]","True","ci-windows-small","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","True","False","2026-08-06 02:25:45","5c1f25b1129c1b1f7e60846da1363c1fe7c03ae8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.18","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.78","High performance","0.11","137","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"140239","177900","32622.648926780916","120720","177900","59249.81089991085","221228.18910008913","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","5201.7498","3","False","20","System.Boolean[]","True","ci-windows-small","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","True","False","2026-08-06 02:25:45","5c1f25b1129c1b1f7e60846da1363c1fe7c03ae8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.18","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.78","High performance","0.11","137","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","7547.8826","3","False","20","System.Boolean[]","True","ci-windows-small","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","True","False","2026-08-06 02:25:45","5c1f25b1129c1b1f7e60846da1363c1fe7c03ae8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.18","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.78","High performance","0.11","137","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"84037.66666666667","88895","6411.045884513176","76771","88895","68121.56467766056","99953.76865567279","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","52135.1091","3","False","20","System.Boolean[]","True","ci-windows-small","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","True","False","2026-08-06 02:25:45","5c1f25b1129c1b1f7e60846da1363c1fe7c03ae8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.18","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.78","High performance","0.11","137","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
