"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","Methods","CILabel","Enabled","Reference","Common","FlushEarly","JS","JVM","InstrumentPropertyAccessors","Dedicated","TestKIR","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"74418.66666666667","101186","23210.04630183519","59878","101186","16797.2628015133","132040.07053182003","commonmain-plain-jar","3598.1734","3","False","20","True","System.String[]","ci-windows-small","System.Boolean[]","True","True","System.Boolean[]","True","True","System.Boolean[]","False","System.Boolean[]","2026-05-24 03:29:09","324768f7f825f959acaa3b11213374f56ce8285e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.03","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.28","High performance","0.27","137","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","10820.8799","3","False","20","True","System.String[]","ci-windows-small","System.Boolean[]","True","True","System.Boolean[]","True","True","System.Boolean[]","False","System.Boolean[]","2026-05-24 03:29:09","324768f7f825f959acaa3b11213374f56ce8285e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.03","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.28","High performance","0.27","137","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11494.333333333334","11612","196.91707222415565","11267","11612","11005.465797309742","11983.200869356926","commonmain-plain-win-exe","97220.2044","3","False","20","True","System.String[]","ci-windows-small","System.Boolean[]","True","True","System.Boolean[]","True","True","System.Boolean[]","False","System.Boolean[]","2026-05-24 03:29:09","324768f7f825f959acaa3b11213374f56ce8285e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.03","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.28","High performance","0.27","137","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"126280.33333333333","139867","11975.10790487223","117261","139867","96550.8567117863","156009.80995488036","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4029.1888","3","False","20","True","System.String[]","ci-windows-small","System.Boolean[]","True","True","System.Boolean[]","True","True","System.Boolean[]","False","System.Boolean[]","2026-05-24 03:29:09","324768f7f825f959acaa3b11213374f56ce8285e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.03","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.28","High performance","0.27","137","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5485.4718","3","False","20","True","System.String[]","ci-windows-small","System.Boolean[]","True","True","System.Boolean[]","True","True","System.Boolean[]","False","System.Boolean[]","2026-05-24 03:29:09","324768f7f825f959acaa3b11213374f56ce8285e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.03","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.28","High performance","0.27","137","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"78764","82356","3112.306540172417","76870","82356","71037.36861929254","86490.63138070746","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","43928.0298","3","False","20","True","System.String[]","ci-windows-small","System.Boolean[]","True","True","System.Boolean[]","True","True","System.Boolean[]","False","System.Boolean[]","2026-05-24 03:29:09","324768f7f825f959acaa3b11213374f56ce8285e","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.03","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.28","High performance","0.27","137","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
