"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","JS","Enabled","Dedicated","InstrumentPropertyAccessors","Common","FlushEarly","Native","CILabel","JVM","Methods","Reference","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"63890.666666666664","74533","9300.709453226315","57321","74533","40800.66810882541","86980.66522450792","commonmain-plain-jar","2045.9155","3","False","20","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","True","System.String[]","True","2026-07-17 01:30:50","443f329e4e6575e7bd435ac49690da8e881efa40","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.02","145","84","0.04","161","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6247.5348","3","False","20","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","True","System.String[]","True","2026-07-17 01:30:50","443f329e4e6575e7bd435ac49690da8e881efa40","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.02","145","84","0.04","161","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8675.666666666666","9758","954.1731149709329","7956","9758","6306.830616104187","11044.502717229145","commonmain-plain-linux-exe","17551.687","3","False","20","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","True","System.String[]","True","2026-07-17 01:30:50","443f329e4e6575e7bd435ac49690da8e881efa40","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.02","145","84","0.04","161","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"109753.66666666667","118917","11510.745081589346","96834","118917","81177.02004952297","138330.3132838104","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2401.6972","3","False","20","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","True","System.String[]","True","2026-07-17 01:30:50","443f329e4e6575e7bd435ac49690da8e881efa40","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.02","145","84","0.04","161","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4634.3875","3","False","20","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","True","System.String[]","True","2026-07-17 01:30:50","443f329e4e6575e7bd435ac49690da8e881efa40","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.02","145","84","0.04","161","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"48330","51158","2632.3778224259527","45951","51158","41794.84260913837","54865.15739086163","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","21293.0138","3","False","20","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","True","System.String[]","True","2026-07-17 01:30:50","443f329e4e6575e7bd435ac49690da8e881efa40","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.02","145","84","0.04","161","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
