"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","CILabel","InstrumentPropertyAccessors","TestKIR","Enabled","Methods","Common","Native","Dedicated","JS","JVM","Reference","FlushEarly","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"38228.333333333336","43124","4329.829827294986","34902","43124","27479.071143097004","48977.59552356967","commonmain-plain-jar","1585.9783","3","False","20","ci-linux-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","True","True","True","System.Boolean[]","2026-06-23 02:07:08","7bea52f2ebe89191726103618fd385fd25e43025","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.98","145","85","0.05","161","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","4876.6753","3","False","20","ci-linux-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","True","True","True","System.Boolean[]","2026-06-23 02:07:08","7bea52f2ebe89191726103618fd385fd25e43025","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.98","145","85","0.05","161","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"6682.333333333333","6878","169.6653569039164","6576","6878","6261.121073566624","7103.545593100042","commonmain-plain-linux-exe","12620.7266","3","False","20","ci-linux-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","True","True","True","System.Boolean[]","2026-06-23 02:07:08","7bea52f2ebe89191726103618fd385fd25e43025","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.98","145","85","0.05","161","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"71199.33333333333","76018","5148.87534645512","65774","76018","58416.703693944655","83981.962972722","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","1994.3387","3","False","20","ci-linux-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","True","True","True","System.Boolean[]","2026-06-23 02:07:08","7bea52f2ebe89191726103618fd385fd25e43025","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.98","145","85","0.05","161","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3466.1108","3","False","20","ci-linux-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","True","True","True","System.Boolean[]","2026-06-23 02:07:08","7bea52f2ebe89191726103618fd385fd25e43025","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.98","145","85","0.05","161","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"39797","48379","7436.741490733693","35247","48379","21334.499783254345","58259.500216745655","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","15902.0771","3","False","20","ci-linux-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","True","True","True","System.Boolean[]","2026-06-23 02:07:08","7bea52f2ebe89191726103618fd385fd25e43025","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.98","145","85","0.05","161","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
