"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JVM","CILabel","Enabled","Dedicated","FlushEarly","TestKIR","InstrumentPropertyAccessors","Reference","Methods","Common","JS","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"90686","143939","46371.67526626572","59220","143939","-24436.606550335433","205808.60655033542","commonmain-plain-jar","2393.953","3","False","20","True","ci-windows-small","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","True","True","2026-05-29 03:28:06","0de7e50d426483f56f2d34b733e4dbf5879a7545","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.15","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.18","High performance","0.2","142","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7180.0837","3","False","20","True","ci-windows-small","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","True","True","2026-05-29 03:28:06","0de7e50d426483f56f2d34b733e4dbf5879a7545","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.15","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.18","High performance","0.2","142","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"15884","21947","5252.211629399561","12727","21947","2844.827068278706","28923.172931721296","commonmain-plain-win-exe","101773.9135","3","False","20","True","ci-windows-small","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","True","True","2026-05-29 03:28:06","0de7e50d426483f56f2d34b733e4dbf5879a7545","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.15","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.18","High performance","0.2","142","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"113141.33333333333","117812","7260.178119945359","104777","117812","95117.17042809847","131165.4962385682","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3276.3196","3","False","20","True","ci-windows-small","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","True","True","2026-05-29 03:28:06","0de7e50d426483f56f2d34b733e4dbf5879a7545","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.15","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.18","High performance","0.2","142","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5323.4763","3","False","20","True","ci-windows-small","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","True","True","2026-05-29 03:28:06","0de7e50d426483f56f2d34b733e4dbf5879a7545","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.15","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.18","High performance","0.2","142","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"83769.33333333333","92638","7680.791647566893","79267","92638","64700.952694490974","102837.71397217568","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","48600.2835","3","False","20","True","ci-windows-small","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","True","True","True","2026-05-29 03:28:06","0de7e50d426483f56f2d34b733e4dbf5879a7545","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.15","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.18","High performance","0.2","142","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
