"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","FlushEarly","Reference","Common","Methods","JS","CILabel","Dedicated","TestKIR","Enabled","JVM","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"79550.66666666667","89910","8972.750377299779","74218","89910","57274.861330133695","101826.47200319965","commonmain-plain-jar","2838.4838","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","ci-windows-small","False","System.Boolean[]","System.Boolean[]","True","True","2026-04-19 02:34:21","6526eb40de718a7b712817e8790c7fe6dac46649","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.53","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.74","High performance","0.37","134","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8403.2955","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","ci-windows-small","False","System.Boolean[]","System.Boolean[]","True","True","2026-04-19 02:34:21","6526eb40de718a7b712817e8790c7fe6dac46649","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.53","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.74","High performance","0.37","134","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12307.666666666666","12977","580.3846425719183","11944","12977","10866.800179290252","13748.53315404308","commonmain-plain-win-exe","92740.4505","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","ci-windows-small","False","System.Boolean[]","System.Boolean[]","True","True","2026-04-19 02:34:21","6526eb40de718a7b712817e8790c7fe6dac46649","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.53","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.74","High performance","0.37","134","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"121836","136628","13206.307129549881","111230","136628","89049.94060214006","154622.05939785994","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3532.4487","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","ci-windows-small","False","System.Boolean[]","System.Boolean[]","True","True","2026-04-19 02:34:21","6526eb40de718a7b712817e8790c7fe6dac46649","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.53","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.74","High performance","0.37","134","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","6298.5756","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","ci-windows-small","False","System.Boolean[]","System.Boolean[]","True","True","2026-04-19 02:34:21","6526eb40de718a7b712817e8790c7fe6dac46649","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.53","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.74","High performance","0.37","134","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"78122","81507","2987.259446382252","75855","81507","70705.8113043154","85538.1886956846","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","96557.8474","3","False","20","System.Boolean[]","System.Boolean[]","True","True","System.String[]","True","ci-windows-small","False","System.Boolean[]","System.Boolean[]","True","True","2026-04-19 02:34:21","6526eb40de718a7b712817e8790c7fe6dac46649","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.53","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.74","High performance","0.37","134","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
