"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Enabled","Methods","Dedicated","Reference","Common","InstrumentPropertyAccessors","Native","JS","CILabel","JVM","FlushEarly","TestKIR","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"87412.33333333333","94367","6065.919743396984","83214","94367","72353.04362738179","102471.62303928487","commonmain-plain-jar","3223.3774","3","False","20","System.Boolean[]","System.String[]","False","True","True","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.Boolean[]","2026-07-16 02:29:08","e862f82dd53929b4257ec9b1cb1e830da767b987","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.56","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.81","High performance","0.11","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6218.1924","3","False","20","System.Boolean[]","System.String[]","False","True","True","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.Boolean[]","2026-07-16 02:29:08","e862f82dd53929b4257ec9b1cb1e830da767b987","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.56","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.81","High performance","0.11","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"15679.333333333334","17329","2618.5645558842602","12660","17329","9178.468843043514","22180.19782362315","commonmain-plain-win-exe","163003.5204","3","False","20","System.Boolean[]","System.String[]","False","True","True","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.Boolean[]","2026-07-16 02:29:08","e862f82dd53929b4257ec9b1cb1e830da767b987","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.56","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.81","High performance","0.11","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"146336.66666666666","184971","34130.135750291614","120281","184971","61604.98149615651","231068.3518371768","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4150.4227","3","False","20","System.Boolean[]","System.String[]","False","True","True","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.Boolean[]","2026-07-16 02:29:08","e862f82dd53929b4257ec9b1cb1e830da767b987","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.56","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.81","High performance","0.11","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5797.1409","3","False","20","System.Boolean[]","System.String[]","False","True","True","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.Boolean[]","2026-07-16 02:29:08","e862f82dd53929b4257ec9b1cb1e830da767b987","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.56","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.81","High performance","0.11","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"84072","102442","15943.433632690294","73838","102442","44490.7334915451","123653.2665084549","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","50321.3402","3","False","20","System.Boolean[]","System.String[]","False","True","True","System.Boolean[]","True","True","ci-windows-small","True","System.Boolean[]","System.Boolean[]","2026-07-16 02:29:08","e862f82dd53929b4257ec9b1cb1e830da767b987","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.56","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.81","High performance","0.11","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
