"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","IOA","JS","JVM","Reference","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"47786.333333333336","66197","15944.174307041847","38534","66197","8203.22802217256","87369.4386444941","commonmain_plain_jar","1071.1502","3","False","5","True","True","True","True","True","2026-04-08 14:58:13","5209b7150aad067df99ecb0c795d6e4ca83aeaf8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.25","145","84","0.1","153","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"59247.333333333336","75304","18777.016065747328","38601","75304","12631.397628743602","105863.26903792308","commonmain_ioa_jar","2511.8927","3","False","5","True","True","True","True","True","2026-04-08 14:58:13","5209b7150aad067df99ecb0c795d6e4ca83aeaf8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.25","145","84","0.1","153","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"3582","3741","182.3211452355431","3383","3741","3129.368402192983","4034.631597807017","commonmain_plain_exe","1104.5521","3","False","5","True","True","True","True","True","2026-04-08 14:58:13","5209b7150aad067df99ecb0c795d6e4ca83aeaf8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.25","145","84","0.1","153","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"3615.6666666666665","3729","143.7300710823359","3454","3729","3258.8415071775344","3972.4918261557987","commonmain_ioa_exe","2923.8756","3","False","5","True","True","True","True","True","2026-04-08 14:58:13","5209b7150aad067df99ecb0c795d6e4ca83aeaf8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.25","145","84","0.1","153","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"273863.6666666667","346143","85158.1068620794","179986","346143","62449.6262085147","485277.7071248187","commonmain_plain_node","940.9198","3","False","5","True","True","True","True","True","2026-04-08 14:58:13","5209b7150aad067df99ecb0c795d6e4ca83aeaf8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.25","145","84","0.1","153","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"179358","186008","5876.515634285337","174864","186008","164768.92610158777","193947.07389841223","commonmain_ioa_node","6750.4419","3","False","5","True","True","True","True","True","2026-04-08 14:58:13","5209b7150aad067df99ecb0c795d6e4ca83aeaf8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.25","145","84","0.1","153","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
